	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL
ENSMUSG00000097993	0.0750416987909797	-0.440394311562313	4.24920106293515	-0.103641674055807	0.91745371461364	NA	Ptprv
ENSMUSG00000031506	0.109195625361321	1.01086327200908	3.78618118451691	0.266987558900476	0.78947874007191	NA	Ptpn7
ENSMUSG00000026426	291.323376900636	0.123336977997259	0.0541807027352877	2.27640048524012	0.0228220506675594	0.113859884849461	Arl8a
ENSMUSG00000085311	1.50875731690706	0.0600378912958052	0.734189623996899	0.0817743663673171	0.934826140464255	NA	Gm15445
ENSMUSG00000079139	46.5246578447405	-0.156389942589063	0.178892637155959	-0.874211175347152	0.382003261197971	0.647292427687705	Gm4204
ENSMUSG00000097680	0.122178445001001	0.0490735594022238	3.28157024711171	0.014954291911141	0.988068646071149	NA	Gm26642
ENSMUSG00000003051	0.108534685579124	-0.43990834369243	3.37029392596792	-0.130525216303232	0.896150905070971	NA	Elf3
ENSMUSG00000041926	210.276366185412	0.176753469271979	0.0720050296299614	2.45473781734868	0.0140987373892435	0.0806889984948766	Rnpep
ENSMUSG00000062580	723.397174453033	-0.15637314235618	0.0430947946286922	-3.62858539421064	0.000284978487899345	0.00395956009509031	Timm17a
ENSMUSG00000048096	133.687706599678	0.609668620019484	0.0869290171893626	7.01340748729975	2.3258277673994e-12	2.72283044769609e-10	Lmod1
ENSMUSG00000041889	99.6845583211739	0.326752009141561	0.102180514901231	3.19779176545943	0.00138484240853129	0.0138765903715881	Shisa4
ENSMUSG00000041879	336.331251373528	0.0232225260861927	0.0596974620548044	0.389003573801405	0.697273502691208	0.863174360527173	Ipo9
ENSMUSG00000009418	64.1596159105464	0.556122274330717	0.209682937971835	2.65220565731207	0.00799678174795978	0.0528825209104455	Nav1
ENSMUSG00000102474	0.0903772347283895	0.0490735137309731	3.55387252189795	0.0138084620167426	0.988982791464699	NA	2610012C04Rik
ENSMUSG00000104524	0.349149594887154	-0.872833774920721	1.6701117562646	-0.522619981355568	0.601238732766394	NA	Gm37333
ENSMUSG00000090399	0.0522118750850106	0	4.92768185620347	0	1	NA	NA
ENSMUSG00000026421	1085.2849414869	0.313818975778135	0.0552790120929411	5.67700043644971	1.37077123114004e-08	7.75502346267935e-07	Csrp1
ENSMUSG00000041801	571.93684041582	-0.147774281765624	0.0512797692522751	-2.88172673006067	0.00395502575865541	0.0313013551340974	Phlda3
ENSMUSG00000026418	0.0784918492403028	1.01085895933083	4.78200919569538	0.211387916242564	0.832584585149423	NA	Tnni1
ENSMUSG00000041782	1.80143707166989	-2.76137200500564	1.02493811206597	-2.6941841390204	0.0070561170285465	0.0481706280285992	Lad1
ENSMUSG00000026414	26.6987420815538	-0.706646134424463	0.207612889634168	-3.40367178391301	0.000664865915576946	0.00790087898068523	Tnnt2
ENSMUSG00000101482	0.12437764878022	0.529969389834264	3.23943538193328	0.163599308938208	0.870046588763057	NA	Gm28883
ENSMUSG00000026413	75.170405438458	-0.433897890989604	0.196932744786935	-2.20327955850636	0.0275750508249284	0.129383889267442	Pkp1
ENSMUSG00000051985	0.143294435578516	1.06722277041889	4.92508558150976	0.216691213331513	0.828448996066625	NA	Igfn1
ENSMUSG00000026411	300.985993344569	0.0639697248130838	0.0611895275073061	1.045435835494	0.295821581549009	0.564251392198012	Tmem9
ENSMUSG00000041642	3.3666925865859	0.104121138261817	0.468534698133881	0.22222716626222	0.824137047179969	0.928029864710748	Kif21b
ENSMUSG00000041605	3.38580782189968	-0.670940166841878	0.732202274229148	-0.916331716598714	0.359492937636146	0.625831050443137	Inava
ENSMUSG00000041570	81.5461734946561	0.127001672355	0.10719871201338	1.18473132717442	0.236123692115542	0.49953097668711	Camsap2
ENSMUSG00000097403	0.648511956455014	-0.743796429379796	1.22176802431332	-0.608786950205083	0.542665664543138	NA	9230116N13Rik
ENSMUSG00000026404	21.9049530588504	0.103309970174132	0.205200612462278	0.503458390959355	0.614642027433578	0.816759646254734	Ddx59
ENSMUSG00000041498	25.8039603895412	-0.23485715035047	0.18765966966078	-1.25150572190074	0.210750027387769	0.469374331104349	Kif14
ENSMUSG00000099337	0.120872818681146	0.0490735613242256	3.26961359601589	0.0150089788542668	0.98802501710008	NA	Gm29486
ENSMUSG00000097229	0.0471958679091134	0.0490732278206536	4.92768185620347	0.00995868427643624	0.992054250907269	NA	Platr23
ENSMUSG00000041483	152.63304736379	-0.0586746379485651	0.0992985910679609	-0.590890941326727	0.554593495962804	0.778062825850047	Zfp281
ENSMUSG00000097113	7.61981570020197	0.469896837889218	0.336498342261368	1.39643136049757	0.162584636869401	0.403611326127188	Gm19705
ENSMUSG00000097448	1.51248600265088	-0.135061028913377	0.750413300386442	-0.17998218960648	0.857166550500977	NA	Platr22
ENSMUSG00000103953	0.325992318217469	0.800695380939422	1.61388067388363	0.496130472281223	0.61980236120495	NA	Gm29718
ENSMUSG00000098243	0.131564303886182	-0.861027905047372	3.20368295623871	-0.268761895858217	0.788112917452069	NA	NA
ENSMUSG00000104118	0.146902336751155	1.01086661421598	2.77897620309929	0.36375504514526	0.71604093491386	NA	NA
ENSMUSG00000103038	0.808356241191122	1.05513841290722	1.02517682699879	1.02922577366106	0.303373593649569	NA	Gm37124
