"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PREX2",2.31631129937243e-35,0.283515083826867,0.206,0.094,8.47793098683303e-31
"PTTG1IP",5.52974085046161e-35,0.276948317859248,0.273,0.146,2.02394044867746e-30
"USP31",6.0773345693304e-35,0.388181995584478,0.452,0.312,2.22436522572062e-30
"HNRNPA1",9.38660384276945e-35,-0.323978149262082,0.295,0.412,3.43559087249205e-30
"CMC2",2.02942954506725e-34,0.328029605861275,0.424,0.281,7.42791507790065e-30
"KAZN",2.4854593297233e-34,-0.310661422443656,0.807,0.867,9.09702969272024e-30
"P3H2",2.54270470832133e-34,0.384375602419223,0.256,0.138,9.3065535029269e-30
"VAMP2",2.61654486945363e-34,-0.302635351003313,0.213,0.328,9.57681587668724e-30
"SEZ6L",3.36494904655341e-34,-0.374511195219531,0.539,0.641,1.23160500052901e-29
"TUBB2A",4.34251878754305e-34,-0.388496066746208,0.409,0.506,1.58940530142863e-29
"ANKRD6",6.06376036723664e-34,0.274194103166953,0.371,0.228,2.21939693201228e-29
"GOLT1B",6.6102902968646e-34,0.275998885527038,0.339,0.204,2.41943235155541e-29
"PCDH7",8.52528965687137e-34,-0.408321049589253,0.649,0.747,3.12034126731149e-29
"ASTN2",9.52216300213928e-34,0.435828506107339,0.635,0.507,3.485206880413e-29
"SULF1",1.21234665642075e-33,0.442879241094265,0.145,0.055,4.43730999716557e-29
"FGF14",1.42845695205321e-33,0.335686116880458,0.855,0.843,5.22829529020997e-29
"SHROOM3",1.48793990417369e-33,0.329644733936213,0.281,0.154,5.44600884326611e-29
"MIR2052HG",1.52395131933483e-33,0.318497022249348,0.207,0.098,5.57781422389742e-29
"CACNA1D",5.6941423893681e-33,0.41116328816305,0.576,0.452,2.08411305593262e-28
"PCDH10",6.13567881483942e-33,0.319773538102077,0.375,0.239,2.24571980301938e-28
"COG5",6.16896975142565e-33,-0.285685023481301,0.54,0.632,2.2579046187193e-28
"HDAC9",9.72015832941799e-33,0.423178396220049,0.767,0.731,3.55767515015028e-28
"GPR158",1.0115412934904e-32,0.344016074216235,0.332,0.202,3.7023422883042e-28
"ANKRD30BL",2.11893524704181e-32,0.371681802441013,0.594,0.473,7.75551489769772e-28
"EXOC6",2.51519285219375e-32,0.399007041303173,0.682,0.594,9.20585735831436e-28
"RPLP2",2.73784234179839e-32,0.430314593402361,0.577,0.471,1.00207767552163e-27
