"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BCKDHB",3.22246380271346e-41,0.291972769716812,0.5,0.32,1.17945397643116e-36
"NKAP",4.58945652850256e-41,-0.695654734038002,0.068,0.16,1.67978698399722e-36
"RHOBTB1",4.64087725863096e-41,0.261177389608691,0.161,0.056,1.69860748543152e-36
"TLK1",5.99363625604926e-41,0.262969425386508,0.501,0.316,2.19373080607659e-36
"DNAH14",7.85643767692534e-41,0.367549904289839,0.119,0.031,2.87553475413144e-36
"IQCK",8.15222068907649e-41,0.400066473578256,0.309,0.166,2.98379429440889e-36
"MFSD6",8.82312012363262e-41,0.335746567063879,0.181,0.069,3.22935019645077e-36
"GRID2",9.05020993494065e-41,0.687783271425137,0.527,0.357,3.31246733828763e-36
"HFM1",9.29519309985803e-41,0.254623876852213,0.184,0.072,3.40213362647904e-36
"LAMA1",1.18287860233352e-40,0.3059085248459,0.175,0.067,4.32945397240093e-36
"NRP1",1.34068470987123e-40,0.357967927733477,0.257,0.125,4.90704010659969e-36
"RABGAP1L",1.54252127957212e-40,0.276275252762687,0.695,0.521,5.64578213536192e-36
"FAT4",2.10169644691943e-40,0.272866726346547,0.148,0.049,7.69241916536981e-36
"TBCK",2.48937374518549e-40,0.259547361321592,0.568,0.385,9.1113568447534e-36
"PDE4B",3.064605511196e-40,0.402035444272644,0.737,0.58,1.12167626315285e-35
"DNAH7",5.69328290424467e-40,0.661040952452966,0.271,0.144,2.08379847578259e-35
"ATP10B",6.50183727163749e-40,0.480794108610857,0.312,0.17,2.37973745979204e-35
"LRRC3B",7.56300858432181e-40,0.81574157696021,0.304,0.18,2.76813677194762e-35
"WDFY2",8.30294689695713e-40,0.250909284859439,0.518,0.334,3.03896159375528e-35
"GALNT7",8.34235960957445e-40,0.320624676219833,0.336,0.187,3.05338704070034e-35
"NOS1AP",8.64253342052691e-40,0.318721768503281,0.248,0.118,3.16325365724705e-35
"AC007364.1",1.10879380999396e-39,0.355135205010293,0.277,0.14,4.05829622395889e-35
"CNTLN",1.12523379798191e-39,0.262292062050232,0.322,0.175,4.1184682239936e-35
"NDFIP2",1.22476405824133e-39,0.268306958407514,0.184,0.074,4.48275892956909e-35
"BRINP1",1.28040327065325e-39,0.366823888785778,0.398,0.246,4.68640401091795e-35
"LYST",1.28980988022059e-39,0.320235583979231,0.482,0.307,4.72083314259536e-35
"PLPP3",1.40342231373129e-39,0.33702380021965,0.38,0.22,5.13666601048791e-35
"ABCD2",1.58790051973315e-39,0.382922212371225,0.26,0.132,5.81187469227531e-35
"PAAF1",1.72057577177086e-39,0.252071367325712,0.224,0.101,6.29747938225852e-35
"PLS3",2.21506457931153e-39,0.373454532476356,0.169,0.064,8.10735786673814e-35
"R3HDM1",2.49240356969785e-39,0.274573366665692,0.548,0.367,9.12244630545109e-35
"BCAR3",2.51228409830151e-39,0.341165012461732,0.276,0.141,9.19521102819335e-35
"CLYBL",2.66604067289086e-39,0.328848853895342,0.268,0.137,9.75797546684783e-35
"POC1B",2.83206608464427e-39,0.267126164173382,0.256,0.124,1.03656450764065e-34
"HEG1",2.84306081437104e-39,0.296709369215713,0.191,0.078,1.04058868866795e-34
"DLC1",3.0400922045383e-39,0.384937609307212,0.537,0.349,1.11270414778306e-34
"SLC22A15",3.24864643515111e-39,0.625522447587474,0.287,0.151,1.18903708172966e-34
"ESYT2",3.89052348602393e-39,0.68776952757898,0.344,0.195,1.42397050111962e-34
"SPARCL1",4.55572005842314e-39,0.624227900629429,0.489,0.34,1.66743909858345e-34
"TSPAN7",5.07349908326726e-39,0.417281834294893,0.5,0.348,1.85695139946665e-34
"FERMT2",5.35656605175078e-39,0.321896636493332,0.344,0.194,1.9605567406013e-34
"PPP1R12B",1.34662653831165e-38,0.351842533649642,0.517,0.34,4.92878779287448e-34
"ZNF423",1.34827539466142e-38,0.309982073651581,0.254,0.126,4.93482277200026e-34
"FAM155A",1.70533449865811e-38,0.587984052709611,0.602,0.496,6.24169479853856e-34
"FAM126A",1.89107690747325e-38,0.254535661690326,0.232,0.107,6.92153058904283e-34
"UNC5C",1.92195417482878e-38,0.617050332749948,0.538,0.379,7.03454447529081e-34
"CFDP1",2.03390287162316e-38,0.278047294855735,0.323,0.177,7.44428790042792e-34
"ZSWIM6",2.07696880078907e-38,0.323966292872063,0.793,0.625,7.60191350776806e-34
"RERG",2.16365471053722e-38,0.437472988342348,0.285,0.156,7.91919260603727e-34
"ZCCHC7",2.25928851428263e-38,0.32799055901806,0.606,0.427,8.26922189112587e-34
