"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NFIA",0,-2.03308600733941,0.361,0.876,0
"PDE4B",0,-1.85972386246779,0.469,0.876,0
"RYR2",0,2.75158903732298,0.611,0.067,0
"MYT1L",0,2.53273678586657,0.674,0.067,0
"NCKAP5",0,-1.56703025730643,0.38,0.822,0
"ZNF385B",0,1.94128948507835,0.469,0.042,0
"RPL32",0,2.28398479801464,0.582,0.155,0
"ZBTB20",0,-1.84026167701935,0.449,0.933,0
"CCSER1",0,2.39132368553566,0.718,0.152,0
"SEMA5A",0,-2.37014053621126,0.207,0.731,0
"FBXL7",0,-1.84757906757288,0.253,0.757,0
"TENM2",0,2.40592046507542,0.665,0.204,0
"KHDRBS2",0,2.5428044961641,0.612,0.061,0
"KCNQ5",0,2.04825280276219,0.559,0.109,0
"NKAIN2",0,1.55677750374092,0.671,0.14,0
"QKI",0,-1.9980177985435,0.641,0.97,0
"PCLO",0,2.22419845400817,0.659,0.163,0
"PTN",0,-1.80809967851498,0.213,0.717,0
"CNTNAP2",0,2.73761868673735,0.785,0.183,0
"DLGAP2",0,2.62912472778267,0.633,0.065,0
"NRG1",0,2.61426459973413,0.461,0.049,0
"PREX2",0,-1.95661693485547,0.175,0.691,0
"STMN2",0,2.16247797809905,0.522,0.05,0
"CACNA1B",0,2.21264610163759,0.597,0.104,0
"TCF7L2",0,-1.44466285037324,0.203,0.709,0
"DOCK1",0,-1.48577867811684,0.129,0.702,0
"MAML2",0,-1.74190609208417,0.354,0.877,0
"ITPR2",0,-1.50351132026197,0.281,0.821,0
"SYT1",0,2.69365196410236,0.751,0.186,0
"MTUS2",0,1.77742496346085,0.487,0.047,0
"MEG3",0,2.59983618740041,0.738,0.317,0
"SNHG14",0,1.71115757182765,0.874,0.798,0
"RBFOX1",0,2.59989266999444,0.837,0.332,0
"PLCG2",0,-1.98162423988069,0.408,0.903,0
"KANSL1",0,-1.19217264922818,0.526,0.89,0
"ARL17B",0,-1.47256134010731,0.097,0.634,0
"CELF4",0,2.1542448061078,0.6,0.11,0
"MIAT",0,2.44308717585223,0.578,0.092,0
"FRMPD4",0,2.07110573200269,0.576,0.055,0
"XIST",0,3.40142462192829,0.817,0.001,0
"USP9Y",0,-1.641809778644,0.005,0.601,0
"UTY",0,-2.36683506732204,0.003,0.784,0
"NLGN4Y",0,-2.61611644329946,0.004,0.678,0
"TTTY14",0,-2.21506477065791,0.008,0.667,0
"TENM3",2.30537518890488e-307,1.87018794246104,0.501,0.075,8.43790372891077e-303
"HCN1",3.52489996549847e-307,1.61157583994891,0.471,0.049,1.29014863637209e-302
"GABRB2",4.71942574669623e-306,1.61909616597223,0.512,0.075,1.72735701754829e-301
"GABRG3",1.76246676053781e-303,1.66309869451032,0.477,0.051,6.45080459024442e-299
"EPHA6",6.81034075209253e-303,1.93525801197552,0.473,0.056,2.49265281867339e-298
"ADGRL2",1.25859422146812e-302,1.53300183081261,0.54,0.092,4.60658070999546e-298
"RPL26",8.95491233745365e-297,2.08447893556702,0.531,0.123,3.27758746463141e-292
"KCNC2",9.0953502377855e-293,2.38576499582929,0.456,0.049,3.32898914053187e-288
"CACNG3",5.6612629954127e-292,1.68725838223739,0.397,0.025,2.072078868951e-287
"VSNL1",8.71219256950573e-289,1.39603354783326,0.447,0.052,3.18874960236479e-284
"PTPRR",1.14730338546799e-288,1.35718056971522,0.426,0.038,4.19924512115139e-284
"CDH18",7.84510891436429e-286,1.88095667388711,0.409,0.033,2.87138831374648e-281
"AGBL4",6.28806630172353e-281,1.78597794108294,0.603,0.167,2.30149514709383e-276
"MSI2",2.20121626692254e-279,-1.42705442488289,0.406,0.815,8.05667165856318e-275
"CDH9",1.81103049088309e-276,1.91535716067347,0.392,0.027,6.62855269968119e-272
"GRIA1",5.00874838791773e-275,1.76131561762798,0.668,0.287,1.83325199746177e-270
"MEIS2",6.43441354139876e-274,-1.70938476576701,0.257,0.71,2.35505970028736e-269
"ZEB1",8.96060214513197e-274,-1.50206353422233,0.406,0.805,3.27966999113975e-269
"PCSK2",1.77503096981847e-273,1.72301310824008,0.406,0.039,6.49679085263257e-269
"LINGO2",3.05044724947788e-270,2.24788204064367,0.492,0.097,1.1164941977814e-265
"CNTN4",2.249878805593e-269,1.80886419550649,0.579,0.166,8.23478141635094e-265
"ROBO2",2.03924786915684e-268,2.32123467525037,0.733,0.45,7.46385112590093e-264
"UCHL1",1.89160940932204e-265,1.28460489681297,0.423,0.056,6.9234795990596e-261
"NTM",1.13317460776683e-264,-1.4148486757393,0.74,0.844,4.14753238188736e-260
"ATP8A2",7.0090283421936e-264,1.49683433787169,0.53,0.124,2.56537446352628e-259
"PTPRZ1",9.26735281259908e-263,-1.96411419434419,0.368,0.733,3.39194380293939e-258
"GRIN2B",2.36837560514688e-262,1.72315200021254,0.624,0.239,8.66849155239809e-258
"CACNA2D3",2.56021204027724e-261,1.68697141200146,0.474,0.082,9.37063208861872e-257
"MARCH4",1.44463075200903e-260,1.1439183460125,0.381,0.032,5.28749301542825e-256
"RBFOX3",3.97135824475802e-257,1.51897089090042,0.395,0.039,1.45355683116388e-252
"GABBR2",9.25238233795675e-255,1.59793619970124,0.555,0.161,3.38646445951555e-250
"MICAL2",2.59043218354759e-254,1.24859089838399,0.383,0.037,9.48124083500254e-250
"BCL11A",5.22826564336371e-254,1.36513049182225,0.389,0.038,1.91359750812755e-249
"CALN1",7.00591327262085e-253,1.74215262333843,0.46,0.084,2.56423431691196e-248
"ZFHX4",7.33888475677886e-252,-1.27717618401749,0.127,0.583,2.68610520982863e-247
"PHLPP1",1.75212274608839e-249,-1.30859450079411,0.386,0.772,6.41294446295812e-245
"SRRM3",4.05231810454444e-249,1.36592057039372,0.448,0.076,1.48318894944431e-244
"SPATA6",1.43893836038652e-248,-1.21810821110776,0.212,0.677,5.2666582928507e-244
"LINC00599",6.89289035625598e-248,1.02284179878855,0.375,0.036,2.52286679929325e-243
"SCN3B",1.31572269467409e-247,1.13883550095327,0.357,0.027,4.81567663477665e-243
"GRIN2A",1.43538841616537e-247,1.73434367791576,0.54,0.152,5.25366514200687e-243
"KANK1",1.74040192630197e-246,-1.13446115850746,0.19,0.665,6.37004509045785e-242
"NYAP2",2.44701495003157e-245,1.11530542324298,0.372,0.032,8.95631941861057e-241
"FYN",2.2655351404963e-244,-1.64000600424624,0.5,0.808,8.2920851677305e-240
"SLC1A3",6.65994813489015e-244,-1.38529346346752,0.233,0.723,2.43760761685114e-239
"RPS4X",1.23393813846889e-240,1.55815196435746,0.457,0.099,4.51633698060998e-236
"NFIB",1.37101627840865e-240,-1.30535674576606,0.389,0.771,5.01805668060352e-236
"TCF12",5.74279451642642e-240,-1.06594883989779,0.605,0.913,2.10192022095724e-235
"SCN2A",1.354428432701e-239,1.60586272490191,0.619,0.253,4.95734350652891e-235
"PARD3B",1.85340539254112e-239,-1.92741828916527,0.141,0.552,6.78364907723975e-235
"LINC00632",3.23742848573488e-239,1.62814075610617,0.654,0.325,1.18493120006382e-234
"PTPRD",5.14799648121389e-239,1.94611433618669,0.87,0.785,1.8842181920891e-234
"OLFM3",7.24708907336989e-239,1.33290592752086,0.333,0.019,2.65250707174411e-234
"FSTL5",1.27067365085801e-237,1.77413007731886,0.5,0.123,4.6507926295054e-233
"GPC5",4.01734303892088e-237,-2.4259212340474,0.288,0.66,1.47038772567543e-232
"CDH8",2.55292866295803e-236,1.50968413419836,0.414,0.065,9.34397419929268e-232
"KMT2C",3.0277509652133e-236,-0.868079470683609,0.582,0.88,1.10818713077772e-231
"ZNF521",9.45117385989277e-236,-1.25010279022237,0.135,0.566,3.45922414445935e-231
"PDLIM5",1.50092459064878e-235,-1.08928141052415,0.131,0.578,5.4935340942336e-231
"LINC00511",2.76379097133424e-235,-1.16738079695989,0.263,0.694,1.01157513341804e-230
"AASS",1.02100483170771e-234,-1.04828951415226,0.07,0.49,3.73697978453339e-230
"STK33",3.85208483265705e-232,-1.17290986241794,0.046,0.444,1.40990156960081e-227
"KCNB2",6.34915606094616e-231,1.34370810457076,0.439,0.076,2.32385460986691e-226
"MIR137HG",7.0287205794994e-230,1.32945093517401,0.433,0.075,2.57258201930258e-225
"GRM1",9.28033293368287e-230,1.44322635647357,0.36,0.038,3.39669465705727e-225
"RTN1",5.7527069692148e-229,1.72969400301216,0.611,0.274,2.10554827780231e-224
"SHANK2",4.40750379714329e-228,1.6891511845636,0.56,0.195,1.61319046479242e-223
"PELI2",1.01393809952576e-227,-1.12615585622164,0.184,0.619,3.71111483807422e-223
"LPP",2.61543137259841e-227,-1.03775591424682,0.406,0.808,9.57274036684745e-223
"NRXN3",4.10640594608886e-227,1.62861531365551,0.759,0.474,1.50298564032798e-222
"KCNIP4",4.05920538906179e-226,1.41881113680089,0.801,0.44,1.48570976445051e-221
"CHD7",1.64474252657056e-224,-1.05978373459184,0.215,0.682,6.01992212150089e-220
"ARAP2",1.00568346449921e-223,-1.48231962821682,0.161,0.566,3.68090204841356e-219
"PON2",3.68826879109218e-223,-1.02575493099469,0.106,0.535,1.34994326022765e-218
"ATP1A2",1.1707843983916e-222,-1.58609108691928,0.098,0.505,4.2851879765531e-218
"DGCR9",3.5427735969373e-222,1.63962453461239,0.449,0.104,1.29669056421502e-217
"ATP13A4",4.98776675819716e-222,-1.42876570844644,0.172,0.581,1.82557251116774e-217
"TNS3",7.43406135698415e-221,-1.44166519529054,0.153,0.588,2.72094079726977e-216
"FMN1",1.50066215851824e-220,1.40248380272775,0.488,0.114,5.4925735663926e-216
"ANKRD30BL",2.97734649830306e-220,1.41207864921196,0.525,0.154,1.0897385918439e-215
"RPL14",1.05537127798182e-219,1.59336618395704,0.48,0.138,3.86276441454127e-215
"NRGN",2.41742478105757e-219,1.49594828288557,0.301,0.016,8.8480164411488e-215
"KSR2",6.04618070185998e-219,1.35394382584206,0.458,0.107,2.21296259868777e-214
"KAT2B",5.83851935856056e-218,-0.960911521750449,0.292,0.722,2.13695647042675e-213
"LINC01250",8.20033014113601e-218,1.27077157667387,0.34,0.036,3.00140283495719e-213
"RIMS2",1.19517019751613e-217,1.50766102486618,0.711,0.367,4.3744424399288e-213
"NPAS3",4.06636538207007e-217,-1.42832233255124,0.611,0.848,1.48833039349146e-212
"PRKD1",6.45812868991884e-217,-1.24662573270642,0.332,0.724,2.3637396817972e-212
"KCNJ6",2.46649784830941e-216,1.41530206496558,0.462,0.112,9.02762877459728e-212
"GALNTL6",1.11423074830195e-215,2.03024378555628,0.475,0.117,4.07819596185995e-211
"SLIT2",2.31451541577794e-215,1.45084015024113,0.451,0.095,8.47135787328884e-211
"RPS27A",2.95121360076514e-214,1.72523386797543,0.561,0.232,1.08017369001605e-209
"SRRM4",9.91195955219354e-214,1.16227482461949,0.395,0.063,3.62787631569836e-209
"RFTN2",1.32788665784157e-213,-0.942239094810417,0.106,0.53,4.86019795636593e-209
"SYNPR",7.94230682268223e-212,1.8070869738014,0.341,0.036,2.90696372016992e-207
"ANK3",1.18954879346784e-211,1.23062618089333,0.755,0.436,4.35386753897165e-207
"BCAN",4.65523367658378e-211,-1.05010930548346,0.104,0.513,1.70386207796643e-206
"FRRS1L",6.39919078828062e-211,1.19688995186013,0.433,0.098,2.34216782041859e-206
"MACROD2",1.01417608232926e-210,1.27537378685326,0.768,0.461,3.71198587893331e-206
"SUCLG2",1.87920198250497e-209,-0.987854674337281,0.081,0.481,6.87806717616644e-205
"KIRREL3",8.37262522263777e-209,1.81877718041557,0.518,0.168,3.06446455773765e-204
"RPL24",1.92971429606072e-208,1.59763944746876,0.52,0.186,7.06294729501183e-204
"ELOVL5",1.44660244528844e-207,-1.5512584530738,0.147,0.528,5.29470961000021e-203
"C8orf34",1.81757851074078e-207,1.29042677212889,0.403,0.068,6.65251910716232e-203
"VCAN",9.4332713839919e-207,-1.46566162398054,0.204,0.6,3.45267165925488e-202
"SVOP",1.93825310681451e-206,1.01859930085116,0.339,0.039,7.0942001962518e-202
"NWD2",2.2723116416461e-206,1.43969886228231,0.33,0.034,8.3168878395889e-202
"MEF2C",2.66380231292562e-206,1.18586202296374,0.77,0.477,9.74978284553907e-202
"CAMK2A",3.936764924878e-206,1.2161854679548,0.331,0.038,1.4408953301546e-201
"GOLIM4",1.04511804265477e-205,-1.08321683778168,0.122,0.515,3.82523654792071e-201
"RIMBP2",1.38720182637688e-205,1.15734517946311,0.377,0.059,5.07729740472202e-201
"PPP2R2B",1.67541091338567e-205,-1.50388363204796,0.689,0.808,6.13217148408289e-201
"HSPA1B",1.90425932253401e-205,-0.990954442475158,0.102,0.505,6.96977954640674e-201
"ARHGAP42",1.98873596162882e-205,-1.16223290660559,0.179,0.596,7.27897249315765e-201
"ZFP36L1",3.7616137648348e-205,-1.30579027865467,0.119,0.524,1.37678825406718e-200
"LINC01122",5.95947923423092e-205,1.56839762088452,0.491,0.145,2.18122899452086e-200
"GAP43",7.94354365818384e-205,1.13787649460988,0.38,0.064,2.90741641433187e-200
"CCDC85A",3.57684647327571e-204,1.10179567452966,0.384,0.058,1.30916157768364e-199
"CDH20",6.57091724960476e-204,-1.05753506283249,0.292,0.713,2.40502142252784e-199
"SNRPN",1.6122286006463e-203,1.32226055511793,0.46,0.125,5.90091790122551e-199
"LSAMP",4.98577601169912e-203,-1.06354901680836,0.838,0.858,1.824843878042e-198
"RPL31",1.24821908366444e-202,1.81178114866182,0.532,0.216,4.56860666812023e-198
"SLC4A10",2.87380390448107e-202,1.43292627499478,0.573,0.217,1.05184096707912e-197
"RPL7",5.90371605109299e-202,1.53295899830692,0.461,0.136,2.16081911186055e-197
"TRPS1",7.86568887060753e-202,-1.12133249512429,0.321,0.707,2.87892078353106e-197
"ITGAV",1.39986708521478e-201,-0.942494690913425,0.154,0.564,5.12365351859461e-197
"SLC12A5",2.20954375832637e-201,0.746910541648738,0.277,0.013,8.08715110985035e-197
"DST",2.31650555070236e-201,-0.950620047114314,0.734,0.883,8.47864196612569e-197
"MPPED1",1.27664786346922e-200,1.04411804363556,0.317,0.029,4.67265884508369e-196
"ARHGAP44",2.87926237023289e-200,1.25418701437445,0.433,0.1,1.05383882012894e-195
"RASGRF2",5.64980389546828e-200,1.35056325184672,0.512,0.148,2.06788472378034e-195
"CALY",1.9492307809922e-199,0.847597874622662,0.282,0.016,7.13437958150956e-195
"BMPR1B",3.30713404563537e-199,-1.687093259519,0.069,0.428,1.210444132043e-194
"CACNA1A",3.46958642357395e-199,1.44226856629806,0.662,0.33,1.2699033268923e-194
"PLPP3",4.62548188847522e-199,-1.09116601379021,0.107,0.502,1.69297262600082e-194
"FTH1",3.3097180594348e-198,1.82555631160488,0.644,0.362,1.21138990693373e-193
"NPY1R",1.84215158862451e-197,1.04528730199508,0.266,0.011,6.74245902952456e-193
"KCNQ3",3.80991648163733e-197,0.597205780138654,0.688,0.277,1.39446753144408e-192
"SYN2",1.86609686088262e-196,1.37615604338927,0.519,0.168,6.83010112051649e-192
"RPS25",3.65004449499252e-196,1.4393218115771,0.511,0.186,1.33595278561221e-191
"TRPC4",3.89062303560113e-196,1.0753739507384,0.354,0.05,1.42400693726037e-191
"COL11A1",3.03798338412948e-195,-1.33339472715462,0.261,0.627,1.11193229842523e-190
"RUNDC3B",1.18384250610947e-193,1.08178351224188,0.436,0.101,4.33298195661128e-189
"SLC1A2",1.65358642067459e-192,-2.51746302120659,0.339,0.653,6.05229165831105e-188
"DYNC1I1",8.7251486935421e-192,1.32614872141768,0.503,0.161,3.19349167332334e-187
"ATP10B",1.19061766928689e-191,-1.11743681813102,0.094,0.472,4.35777973135696e-187
"RPS18",5.24142715109488e-191,1.54184506579089,0.535,0.219,1.91841475157224e-186
"PCDH11X",1.25886760237687e-190,1.27088747508514,0.553,0.18,4.60758131145958e-186
"TMSB10",6.00009233288848e-190,1.29643738512188,0.493,0.153,2.19609379476051e-185
"CELF5",1.71542982892938e-189,1.44102222095596,0.459,0.134,6.27864471686441e-185
"BBX",2.68742317932897e-189,-0.976941874496456,0.261,0.647,9.83623757866195e-185
"FAU",3.05232200265633e-189,1.43723551293988,0.501,0.182,1.11718037619224e-184
"TAOK3",7.39654631610608e-189,-0.921523761371428,0.46,0.791,2.70720991715799e-184
"CAMK2B",7.79558939591151e-189,1.2720180255423,0.431,0.111,2.85326367479757e-184
"MYO10",1.12841609356025e-188,-0.999213455068393,0.139,0.524,4.13011574403986e-184
"DCLK2",1.73113049539519e-188,-1.45728471523331,0.47,0.755,6.33611072619594e-184
"LTBP1",7.12056651273959e-188,-1.30202060898197,0.094,0.448,2.60619854932782e-183
"SYP",8.11652916901032e-188,1.25268495173171,0.398,0.092,2.97073084114947e-183
"CDC14A",1.68449551813777e-187,-0.884624661862513,0.09,0.472,6.16542204593605e-183
"PHYHIPL",8.5208156298738e-187,-1.14726874098342,0.341,0.684,3.11870372869011e-182
"SOX5",9.75572024083277e-187,-1.24688963424274,0.643,0.805,3.5706911653472e-182
"CECR2",1.26040969178272e-186,-0.824962692256458,0.152,0.555,4.61322551289392e-182
"CNR1",1.63025823018777e-186,1.04524654341007,0.31,0.035,5.96690814831026e-182
"SEZ6L2",1.78853335986873e-186,1.0199708729592,0.356,0.062,6.54621095045554e-182
"EPS8",1.93106969138716e-186,-1.0800084047319,0.235,0.626,7.06790817744616e-182
"GABRA1",3.05987381065678e-186,0.954257272751278,0.304,0.032,1.11994441343849e-181
"FIGN",5.28400568745771e-186,-1.15626200610194,0.258,0.633,1.9339989216664e-181
"RPS8",7.86824450734853e-186,1.63351920858669,0.543,0.242,2.87985617213464e-181
"IL1RAPL2",8.24280016028798e-186,1.84352523083755,0.295,0.028,3.016947286667e-181
"KIF13A",2.93973562266769e-185,-1.15640074849666,0.31,0.679,1.0759726352526e-180
"SOX6",1.29936897083772e-184,-1.70113731087702,0.384,0.736,4.75582037016314e-180
"RPL13A",1.86141267410913e-184,1.72500025663809,0.617,0.366,6.81295652850683e-180
"LRRC7",2.44059170044057e-183,1.15952215949101,0.785,0.529,8.93280968278253e-179
"LRIG1",3.1118419149917e-183,-1.55742138180051,0.112,0.465,1.13896525930611e-178
"NEK7",4.98688237804591e-183,-0.866552308796735,0.195,0.59,1.82524881918858e-178
"ADD3",8.14941816972992e-183,-1.06561162458757,0.332,0.676,2.98276854430285e-178
"CHD5",8.75482037525038e-183,1.06913404166906,0.293,0.029,3.20435180554539e-178
"RPS23",9.58337780618389e-183,1.43700257218841,0.514,0.199,3.50761211084137e-178
"DDAH1",1.04208781953129e-182,-1.24921457123206,0.171,0.525,3.81414562826648e-178
"STXBP5L",1.64787061209073e-182,1.33556018484568,0.696,0.379,6.0313712273133e-178
"MIR124-2HG",4.15319990612377e-181,1.08277877724089,0.42,0.114,1.52011269764036e-176
"DLGAP1",6.98607661246737e-181,0.981345024226868,0.849,0.648,2.55697390092918e-176
"SPRED1",8.78983667865557e-181,-0.90266839073103,0.432,0.753,3.21716812275473e-176
"RPL12",2.16856604602891e-180,1.42225220937084,0.41,0.109,7.93716858507041e-176
"NKAIN3",2.44838027267876e-180,-1.92104648929651,0.477,0.697,8.96131663603154e-176
"SPTBN4",4.59726755732027e-180,1.46293009645519,0.51,0.198,1.68264589865479e-175
"PARD3",7.28684576358454e-180,-0.963677444488718,0.392,0.755,2.66705841792958e-175
"STK3",1.26357291675292e-179,-0.953878844140699,0.123,0.495,4.62480323260737e-175
"CAMK2N1",2.31368506529684e-179,1.41795201697306,0.464,0.157,8.46831870749296e-175
"CST3",4.07134048031483e-179,-1.7390946661409,0.201,0.557,1.49015132920003e-174
"PRKCA",6.22533045204768e-179,-0.910985683560175,0.548,0.839,2.27853319875397e-174
"SOX2",7.71605348137134e-178,-0.877647053148658,0.142,0.514,2.82415273471672e-173
"PPP2R2C",1.69426443750781e-177,1.4131689126109,0.437,0.126,6.20117726772234e-173
"GABRG2",2.10973094662368e-177,0.823278509654066,0.3,0.035,7.72182623773734e-173
"RPL6",3.14552848513401e-177,1.48142979002657,0.489,0.187,1.1512948808439e-172
"CACNA1C",9.41277072690256e-177,1.21527132252617,0.634,0.326,3.44516821375361e-172
"SCD5",1.27949337115305e-176,-1.02877954642179,0.436,0.739,4.68307368775727e-172
"MEGF10",5.25407110613765e-176,-1.0017723578287,0.062,0.394,1.92304256555744e-171
"SASH1",6.23274545589449e-176,-1.04790942413794,0.312,0.661,2.28124716431194e-171
"TTC9B",1.06236077909631e-175,0.916743650745986,0.322,0.049,3.88834668757042e-171
"CNTN5",1.09606726737939e-175,1.98635725012435,0.478,0.161,4.01171580533532e-171
"NAALADL2",3.69299367364531e-175,-1.16920054662993,0.404,0.716,1.35167261449092e-170
"GRIN1",6.11934546763173e-175,0.860473744039399,0.291,0.031,2.23974163460789e-170
"RPL19",2.8371347990182e-174,1.39559192171553,0.476,0.176,1.03841970778865e-169
"GLUL",2.27041421483164e-173,-1.78744961451461,0.16,0.5,8.3099430677053e-169
"FMNL2",2.50183596822889e-173,-1.09894690813075,0.59,0.831,9.15696982731455e-169
"CHRM3",3.8728475449936e-173,1.19395499233069,0.632,0.273,1.41750092994311e-168
"BAZ2B",5.10076477039531e-173,-0.841667803062294,0.552,0.839,1.86693091361239e-168
"ADGRA3",5.84048971586505e-173,-1.22578879758904,0.147,0.489,2.13767764090377e-168
"RFX3-AS1",6.62614932456345e-173,-1.01750922297444,0.104,0.447,2.42523691428347e-168
"DOCK4",8.08224195541125e-173,-1.391187943258,0.648,0.88,2.95818137810007e-168
"COX7C",2.01574262816421e-172,1.24107031095288,0.464,0.16,7.37781959334383e-168
"VAV3",2.76380549508911e-172,-1.44213008016305,0.101,0.436,1.01158044925757e-167
"PEAK1",4.54008477617813e-172,-0.934052650672233,0.327,0.699,1.66171642892896e-167
"MAST1",4.68068274400306e-172,1.06241684560693,0.382,0.09,1.71317669113256e-167
"CNN3",1.34380456026924e-171,-1.04635935423304,0.124,0.462,4.91845907104145e-167
"IQCJ-SCHIP1",2.12705397547438e-171,2.32517444895508,0.559,0.281,7.78523025563376e-167
"MYO6",4.55753551388496e-171,-0.938941847330055,0.332,0.659,1.66810357343704e-166
"RPL38",9.69373226455064e-171,1.43413106277976,0.474,0.172,3.54800294614818e-166
"PDE2A",2.33006707912209e-170,0.974266391408364,0.294,0.038,8.52827851629477e-166
"PLXNA4",8.77564310219885e-170,1.44219756367274,0.511,0.204,3.2119731318358e-165
"ZMAT4",3.28374808898662e-169,1.1814760374604,0.289,0.034,1.20188463804999e-164
"TCF7L1",1.01926741740431e-168,-0.808293558455907,0.055,0.383,3.73062067444151e-164
"NEAT1",1.76123962354105e-168,-1.14761796385816,0.283,0.656,6.44631314612261e-164
"CACHD1",2.37053048239837e-168,-1.35644689592197,0.174,0.505,8.67637861862626e-164
"NDST3",2.71332418742723e-168,1.0410776437429,0.274,0.026,9.93103785840241e-164
"MIR99AHG",2.84185769082471e-168,-1.29282044172677,0.708,0.869,1.04014833341875e-163
"CABP1",1.15321735897321e-167,1.19177244489318,0.272,0.029,4.22089085557783e-163
"RGMA",1.84573049384825e-167,-1.34823230255532,0.045,0.352,6.75555818053399e-163
"ZSWIM6",1.86654177331735e-167,-0.86272520915284,0.616,0.877,6.83172954451884e-163
"RPS3A",3.25251711633198e-167,1.3530572429057,0.467,0.172,1.19045378974867e-162
"SPAG9",3.1532928641622e-166,-0.788780369638199,0.431,0.75,1.15413672121201e-161
"RPS24",8.62987168353055e-166,1.4831533527215,0.524,0.242,3.15861933488902e-161
"SLCO1C1",8.79038885686702e-166,-1.37871061746626,0.035,0.335,3.2173702255019e-161
"BASP1",1.14326930619616e-165,1.14090740474236,0.52,0.211,4.18447998760855e-161
"STMN1",1.78930322539499e-165,1.44250821362829,0.422,0.133,6.54902873526821e-161
"RPL36A",2.25596678727641e-165,1.24129406683568,0.415,0.123,8.2570640381104e-161
"TTC28",1.21942037018754e-164,-0.841337997080775,0.578,0.858,4.46320049692342e-160
"PLEKHG1",1.32487619736924e-164,-1.40681642129302,0.093,0.422,4.84917936999116e-160
"SUMF1",2.2370347269666e-164,-0.90125028324425,0.309,0.646,8.18777080417045e-160
"PTPRN2",4.652059556303e-164,1.3438194267704,0.649,0.359,1.70270031820246e-159
"PTCHD4",1.62041591213213e-163,1.05516520941244,0.29,0.036,5.93088427999482e-159
"SLC7A11",3.37436734988417e-163,-1.25952852564086,0.052,0.362,1.2350521937311e-158
"EDNRB",4.94661279012779e-163,-0.913680749980735,0.026,0.319,1.81050974731467e-158
"MEIS1",1.47172337727163e-161,-0.865236958807162,0.084,0.417,5.38665473315188e-157
"GPR37L1",1.68571266206e-161,-0.691505699980245,0.04,0.348,6.16987691440579e-157
"SCLT1",2.18733351882305e-161,-0.851056579532216,0.36,0.697,8.00585941224423e-157
"TNC",7.7914005974581e-161,-1.47625003960346,0.044,0.345,2.85173053267564e-156
"RPS26",1.10793201484739e-160,1.16490991089622,0.485,0.187,4.05514196754293e-156
"RPL37A",1.50992392581612e-160,1.78639188418064,0.632,0.443,5.52647256087958e-156
"CAP2",2.00726756940404e-160,1.05123419532056,0.39,0.101,7.34680003077573e-156
"LINC00472",9.88720489542296e-160,-0.976941409865208,0.114,0.452,3.61881586377376e-155
"PRR16",1.34123500615228e-159,1.02953896561564,0.285,0.035,4.90905424601795e-155
"FAM153B",1.58282044921675e-159,0.602718160964388,0.232,0.014,5.79328112617821e-155
"RAD51B",2.38466460865508e-159,-1.09363048723493,0.197,0.548,8.72811093413846e-155
"GABRA4",3.01188649505996e-159,0.683362140464966,0.258,0.024,1.1023805760569e-154
"LINC00299",1.59007759198524e-158,-1.91570973728118,0.061,0.356,5.81984299442519e-154
"RPL39",1.7092813368615e-158,1.26794429202795,0.435,0.142,6.25614062104679e-154
"ABCA5",3.75439829291875e-158,1.026584052919,0.41,0.119,1.37414731919119e-153
"RPL37",3.84129427428343e-158,1.44554879048192,0.516,0.235,1.40595211733048e-153
"ZFPM2",4.28947114539822e-158,-0.961732389263799,0.335,0.671,1.5699893339272e-153
"CHSY3",4.76109231149069e-158,1.22769063942568,0.55,0.231,1.74260739692871e-153
"GDA",1.49108180615922e-157,0.790245446075902,0.236,0.016,5.45750851872338e-153
"MIR4500HG",3.75143651221155e-157,1.11783200792754,0.273,0.035,1.37306327783455e-152
"ARHGEF26",5.41476051798751e-157,-1.07628400445508,0.132,0.456,1.98185649718861e-152
"PRRX1",7.35732897163788e-157,-0.91742756183958,0.084,0.411,2.69285597690918e-152
"UQCRB",8.97294471117112e-157,1.27067754580468,0.448,0.167,3.28418749373574e-152
"FDFT1",1.39933264358902e-156,-0.97352215576358,0.075,0.385,5.12169740880018e-152
"ERBIN",2.00496585804335e-156,-0.869544751918443,0.377,0.725,7.33837553702446e-152
"SCN3A",3.21145527399631e-156,1.21352016554453,0.641,0.357,1.17542474483539e-151
"KCNJ3",4.9677725237948e-156,1.13005073188938,0.46,0.151,1.81825442143414e-151
"EPHA5",7.09824847411716e-156,0.927253160507375,0.399,0.106,2.59802992401162e-151
"ZFAND6",7.94746413556584e-156,-0.838985354583981,0.2,0.548,2.90885134825845e-151
"C1orf61",1.10266887507865e-154,-1.04655907380848,0.371,0.658,4.03587834967537e-150
"SV2B",1.48409071476189e-154,0.953756577095198,0.207,0.006,5.43192042509998e-150
"GABRB3",1.74567507664415e-154,1.28159889828014,0.593,0.307,6.38934534802525e-150
"SPON1",3.60907776350547e-154,-1.12797549871907,0.143,0.475,1.32095855222064e-149
"TSC22D2",3.98460053378367e-154,-0.974937423874567,0.308,0.632,1.45840364137016e-149
"NMNAT2",5.45803440527064e-154,1.06095666333472,0.509,0.196,1.99769517267311e-149
"RALYL",6.4892122915722e-154,2.17288940595519,0.559,0.307,2.37511659083834e-149
"VSTM2L",4.84334960134003e-153,0.68590284880026,0.251,0.025,1.77271438758646e-148
