"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","logp"
"MA1533.1","MA1533.1",13,1412,5.09803921568627,3.53,1.44420374382047,0.11969730595851,"NR1I2",0.278175047492362,0.921915624201108
"MA1587.1","MA1587.1",44,5790,17.2549019607843,14.475,1.19204849470013,0.121052969365899,"ZNF135",0.280451910394287,0.917024553075548
"MA0641.1","MA0641.1",17,1961,6.66666666666667,4.9025,1.35985041645419,0.124475880476823,"ELF4",0.287489185249877,0.904914793071194
"MA0164.1","MA0164.1",21,2522,8.23529411764706,6.305,1.30615291318748,0.128183836292869,"Nr2e3",0.293367516318952,0.892166734968425
"MA0703.2","MA0703.2",24,2942,9.41176470588235,7.355,1.27964170032391,0.128302319970138,"LMX1B",0.293367516318952,0.891765490615564
"MA1584.1","MA1584.1",20,2384,7.84313725490196,5.96,1.3159626266614,0.128501662814568,"ZIC5",0.293367516318952,0.891091252515417
"MA1571.1","MA1571.1",13,1431,5.09803921568627,3.5775,1.42502843205766,0.128642112910082,"TGIF2LX",0.293367516318952,0.890616835373815
"MA0074.1","MA0074.1",12,1299,4.70588235294118,3.2475,1.44907847665625,0.128987326209941,"RXRA::VDR",0.293367516318952,0.889452959681269
"MA0651.1","MA0651.1",9,912,3.52941176470588,2.28,1.54798761609907,0.131034877962497,"HOXC11",0.297118598662684,0.882613091439115
"MA0087.1","MA0087.1",15,1710,5.88235294117647,4.275,1.37598899208806,0.133344326809123,"Sox5",0.301438993332139,0.875025456823782
"MA0482.2","MA0482.2",21,2539,8.23529411764706,6.3475,1.29740750179552,0.134398779535079,"GATA4",0.302904802215012,0.871604675058883
"MA1553.1","MA1553.1",9,920,3.52941176470588,2.3,1.53452685421995,0.136003792886934,"RARG(var.3)",0.305131003757422,0.866448979814366
"MA0816.1","MA0816.1",41,5413,16.078431372549,13.5325,1.18813459246621,0.136333459891686,"Ascl2",0.305131003757422,0.865397543556561
"MA0598.3","MA0598.3",50,6738,19.6078431372549,16.845,1.16401562108964,0.136613612942331,"EHF",0.305131003757422,0.864506022973861
"MA0619.1","MA0619.1",43,5710,16.8627450980392,14.275,1.18127811544933,0.137405181446233,"LIN54",0.305982881668329,0.86199689004882
"MA1585.1","MA1585.1",13,1450,5.09803921568627,3.625,1.40635564570656,0.137955761821433,"ZKSCAN1",0.306294637853539,0.860260156185175
