"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fgf7",3.11439578086279e-13,0.670555173897933,0.707,0.436,1.00548267785155e-08
"Eif4ebp1",3.11504536533829e-13,0.468913767690385,0.944,0.77,1.00569239619947e-08
"Evl",3.24392380527914e-13,0.568345441384041,0.462,0.221,1.04730080053437e-08
"Mfsd1",3.32576711021571e-13,0.626670411133615,0.47,0.23,1.07372391153314e-08
"Tars",3.33216220363704e-13,0.624114330095417,0.747,0.48,1.07578856744422e-08
"Specc1",3.38666295886165e-13,0.620623786001867,0.683,0.405,1.09338413626848e-08
"Rnaseh2a",3.4236087848423e-13,0.629262914330598,0.494,0.246,1.10531209618634e-08
"Alkal1",3.63445490934886e-13,-1.93989052066457,0.217,0.408,1.17338376748328e-08
"Ptprn",3.67039227746111e-13,1.16968194776766,0.173,0.055,1.18498614677832e-08
"Kdm6b",4.05739558268927e-13,0.668990403382128,0.361,0.162,1.30993016387123e-08
"Eya4",4.14138223162237e-13,0.760578357410656,0.325,0.139,1.33704525347928e-08
"Maml3",4.19687725013774e-13,-1.95548193177666,0.201,0.396,1.35496182020697e-08
"Dad1",4.26638318046422e-13,0.535352308425536,0.815,0.565,1.37740180981287e-08
"Scd2",4.53071311632531e-13,0.555763657585835,0.823,0.582,1.46274072960563e-08
"Tnpo2",4.74054338117445e-13,0.695649683825349,0.382,0.174,1.53048443061217e-08
"Fkbp5",4.78819747696302e-13,0.801227956208046,0.241,0.09,1.54586955543751e-08
"Vldlr",5.24833551374876e-13,1.31980650344927,0.133,0.036,1.69442512061379e-08
"Tmem176b",5.3160611085446e-13,-1.35909284303835,0.422,0.546,1.71629032889362e-08
"Glo1",5.31658987098419e-13,-0.765052499520407,0.731,0.735,1.71646103984724e-08
"Tbc1d4",5.78281886039682e-13,0.863279417854637,0.205,0.071,1.86698306907911e-08
"Tspyl1",5.82676421527718e-13,0.725935998088409,0.301,0.126,1.88117082690224e-08
"Rap2a",6.2921065899019e-13,0.845334156125964,0.301,0.128,2.03140661254983e-08
"Copg1",6.40251566611232e-13,0.520741316492389,0.655,0.364,2.06705218280436e-08
"Rpl23a",6.7492282815104e-13,0.288630674418959,0.996,0.988,2.17898835068563e-08
"Limd1",6.99542918622216e-13,0.512841104541582,0.522,0.264,2.25847431277182e-08
"Prelp",7.04100303799959e-13,-1.79319955232186,0.261,0.439,2.27318783081817e-08
"Twist2",7.19495921826227e-13,0.748108429564932,0.41,0.197,2.32289258361597e-08
"Zfp994",7.19820924651827e-13,1.52423199096712,0.104,0.024,2.32394185523842e-08
"Fndc3a",7.45734475600527e-13,0.633615799989955,0.41,0.189,2.4076037544763e-08
"1700025G04Rik",7.80220977231305e-13,0.699309588201319,0.378,0.171,2.51894342499127e-08
"Impact",8.3648805216009e-13,0.535203897520368,0.526,0.275,2.70060167639885e-08
"Plp2",8.36793961483098e-13,0.573822782562569,0.675,0.38,2.70158930464818e-08
"Emp3",8.3779354417042e-13,0.539857970959873,0.936,0.738,2.7048164573542e-08
"Psmd6",8.84184849770928e-13,0.625265076871931,0.707,0.419,2.85459078748544e-08
"Zc3h7a",8.85658856068877e-13,0.569370117656506,0.598,0.328,2.85934961681837e-08
"Carhsp1",8.86549262489266e-13,0.623447725091077,0.578,0.303,2.8622242939466e-08
"Tom1l1",9.38851292406026e-13,1.17275376090636,0.124,0.033,3.03108139753286e-08
"3830406C13Rik",9.73334179971336e-13,0.971933155879446,0.169,0.053,3.14240940003746e-08
"Mycbp2",9.81423107391016e-13,0.576590548954115,0.671,0.398,3.1685245022119e-08
"Gyg",9.8606066228583e-13,0.784173764863404,0.273,0.11,3.1834968481898e-08
"Hars",1.03262660096198e-12,0.52702168137349,0.755,0.476,3.33383498120576e-08
"Arhgap23",1.10872083436635e-12,0.760802201082034,0.353,0.16,3.57950521375175e-08
"Chd3",1.11037873151836e-12,0.593066432541917,0.683,0.39,3.58485773470702e-08
"Cox8a",1.1306426867738e-12,-0.392355033786481,0.984,0.969,3.65027991424921e-08
"Rnf213",1.16867086395608e-12,0.938549069807076,0.285,0.118,3.77305388428222e-08
"Kctd9",1.22716289933961e-12,0.867163411531484,0.253,0.099,3.96189542051793e-08
"Shroom4",1.25998904450562e-12,0.671266548583417,0.313,0.133,4.06787463018638e-08
"Tjp1",1.29814804910437e-12,-1.15864147162477,0.538,0.6,4.19107097653346e-08
"P3h1",1.38742018121983e-12,0.77077937893331,0.386,0.183,4.47928605506822e-08
"Ltbr",1.41593558181751e-12,0.61276142008299,0.349,0.158,4.57134802589782e-08
"Csnk1g1",1.41987868753288e-12,0.616945214173003,0.651,0.371,4.58407834269991e-08
"Arfgap3",1.43767314689292e-12,0.801125173142301,0.337,0.151,4.64152775474378e-08
"Stox2",1.54395096786109e-12,-2.13335757684817,0.141,0.338,4.98464569973954e-08
"Xaf1",1.69495635791641e-12,1.18044162279939,0.201,0.072,5.47216660153313e-08
"Spg20",1.70581206358463e-12,0.699144886719026,0.361,0.165,5.50721424728298e-08
"Slc38a10",1.75509810153482e-12,0.753196231282039,0.369,0.172,5.66633422080518e-08
"Zic2",1.83566800930332e-12,-1.78480937785938,0.233,0.41,5.92645416803576e-08
"Tpm3-rs7",1.9424871202775e-12,0.988835398939772,0.157,0.048,6.2713196678159e-08
"Heatr5a",1.94422623359468e-12,0.606095193846793,0.458,0.23,6.27693439516042e-08
"Pcdh19",2.00600024729856e-12,0.64074570078225,0.695,0.447,6.47637179840341e-08
"Chd7",2.07281769043975e-12,-2.31440524936237,0.137,0.326,6.69209191358473e-08
"Tbc1d9b",2.13255339154686e-12,0.632021612532772,0.313,0.134,6.88494862460905e-08
"Gpam",2.15128737543894e-12,1.02363579767106,0.161,0.05,6.94543129160461e-08
"Ero1l",2.15939453885277e-12,0.734706976146514,0.349,0.16,6.97160526868617e-08
"Ddah1",2.20358728048144e-12,-0.463096942471642,0.916,0.927,7.11428153503434e-08
"Rhoa",2.24239019746645e-12,0.385130383231461,0.96,0.837,7.23955675252044e-08
"Rbpj",2.28367446987211e-12,0.656473389882326,0.639,0.376,7.3728430259821e-08
"Zfp868",2.39814191064179e-12,0.95564157218022,0.169,0.054,7.74240115850703e-08
"Rpl36a-ps1",2.43892661378014e-12,0.8654447997996,0.209,0.075,7.8740745725892e-08
"Dis3",2.44354343065048e-12,0.699458338247025,0.418,0.203,7.88897996585506e-08
"Meis2",2.5203445906584e-12,-1.14844188930086,0.454,0.576,8.13693251094063e-08
