"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LRRK1",1.47965423072206e-35,-0.451820526493288,0.088,0.183,5.41568244986581e-31
"NWD2",3.31530659188558e-35,-0.265717756974144,0.054,0.134,1.21343536569604e-30
"GRIK2",5.22980825361785e-35,-0.354240286350472,0.418,0.582,1.91416211890667e-30
"EDNRB",7.66910307909102e-35,0.397002904667108,0.229,0.132,2.80696841797811e-30
"SNAP25",1.23883317670666e-34,-0.390997175052003,0.255,0.366,4.53425331006405e-30
"SLC39A10",1.84687787728761e-34,-0.412302664220737,0.198,0.32,6.75975771866039e-30
"TENM2",4.26232921243919e-34,-0.74618045649142,0.256,0.36,1.56005511504487e-29
"CHSY3",5.83232026947675e-34,-0.281757545594126,0.18,0.297,2.13468754183119e-29
"IQCJ-SCHIP1",5.94443174436541e-34,-0.456971757692156,0.223,0.34,2.17572146275518e-29
"ERC2",6.958960558961e-34,-0.527402476388901,0.292,0.404,2.54704915418532e-29
"ZFPM2-AS1",6.97361487291727e-34,-0.29404148989169,0.088,0.179,2.55241277963645e-29
"ATP1A2",7.13972331989929e-34,0.335161672629824,0.409,0.285,2.61321013231634e-29
"NFIA",1.02639621197599e-33,0.453696232574566,0.687,0.657,3.75671277545333e-29
"NMNAT2",1.06626460559129e-33,-0.296315813455296,0.167,0.281,3.9026350829247e-29
"MKNK1",1.43792069123404e-33,-0.278396785534046,0.169,0.286,5.26293352198571e-29
"VIM",3.07119088080853e-33,0.313931828585124,0.114,0.047,1.12408657428473e-28
"SPOCK1",5.63610777635484e-33,-0.256927293051768,0.396,0.522,2.06287180722364e-28
"CPNE4",5.91487784036101e-33,-0.269098027355126,0.06,0.14,2.16490443835053e-28
"PLSCR4",6.34719433864693e-33,0.356802836236591,0.201,0.112,2.32313659988816e-28
"AFF3",8.32383752629266e-33,-0.458948799215833,0.354,0.473,3.04660777299838e-28
"RGS6",1.15415637312821e-32,-0.440719019043353,0.125,0.226,4.22432774128658e-28
"CYFIP1",1.50359037759383e-32,-0.25424595133185,0.207,0.329,5.50329114103119e-28
"TENM4",1.77976526002239e-32,-0.328358455066977,0.271,0.387,6.51411882820796e-28
"ROBO2",2.17880680884556e-32,-0.53256748349386,0.214,0.323,7.97465080105562e-28
"SLC39A12",2.36054766937778e-32,0.415100277678813,0.19,0.103,8.6398405246896e-28
"RTN3",6.50785602028851e-32,-0.250710684372312,0.41,0.526,2.3819403819858e-27
"CUX2",2.89616635220845e-31,-0.423518290843252,0.068,0.147,1.06002584657181e-26
"UNC13C",5.51199588642675e-31,-0.399412466628552,0.132,0.229,2.01744561439105e-26
"SGCZ",7.23985639824814e-31,-0.353897556116999,0.38,0.523,2.6498598403228e-26
"GPC5",1.36676413354342e-30,0.527486213985572,0.499,0.394,5.00249340518229e-26
"ATP8A2",1.68348632300465e-30,-0.439657273555627,0.171,0.271,6.16172829082933e-26
"NKAIN4",2.09293594366326e-30,0.268918179348572,0.222,0.13,7.6603548474019e-26
"NPAS3",2.25836165898934e-30,0.431333860694672,0.745,0.765,8.26582950806687e-26
"VAV3",4.28304876669916e-30,0.532887829569965,0.258,0.169,1.56763867909956e-25
"CADPS",4.33313682769062e-30,-0.488071776864461,0.361,0.46,1.58597141030304e-25
"CDH12",7.07295535745442e-30,-0.254291414135258,0.103,0.195,2.58877239038189e-25
"SLC4A10",1.94256262145856e-29,-0.442544330715277,0.219,0.314,7.10997345080047e-25
"SOCS6",1.99947006090557e-29,-0.397232188015137,0.117,0.209,7.31826036992048e-25
"PDE3A",2.16181316681692e-29,0.461243470173143,0.323,0.227,7.9124523718666e-25
"FBXW7",2.87238355745653e-29,-0.284956783304392,0.323,0.438,1.05132110586467e-24
"OXR1",3.06546527145106e-29,-0.389426242699196,0.414,0.517,1.1219909440038e-24
"ATP13A4",3.34076391556493e-29,0.418212741817199,0.392,0.292,1.22275300073592e-24
"PLXNA4",3.52053958988715e-29,-0.440587909989367,0.144,0.236,1.2885526952946e-24
"GRIN3A",4.03367266329521e-29,-0.449217527849008,0.057,0.128,1.47636453149268e-24
"LINC01182",5.05856208079014e-29,0.294793909385024,0.114,0.052,1.85148430719e-24
"ABCB1",6.94562287904003e-29,-0.367868328735272,0.042,0.109,2.54216742995744e-24
"PTPRD",7.78733347008968e-29,-0.642872691349985,0.643,0.732,2.85024192338752e-24
"EPHA5",1.76750543410665e-28,-0.35676710729203,0.144,0.238,6.46924663937373e-24
"ZFHX4",1.77176182108507e-28,0.418700929652527,0.452,0.356,6.48482544135347e-24
"PHACTR1",2.36413337285648e-28,-0.497705677771021,0.529,0.618,8.65296455799201e-24
"CLDN10",5.51915891746901e-28,0.300786937115784,0.161,0.086,2.02006735538283e-23
"F3",8.74749361159334e-28,0.349168285396273,0.245,0.154,3.20167013677928e-23
"SDK1",9.19354271499515e-28,-0.344504876678663,0.238,0.349,3.36492856911537e-23
"PTPRJ",1.03054755536088e-27,-0.315602201568683,0.423,0.552,3.77190710737634e-23
"RHOJ",1.51529153686236e-27,0.35998956655714,0.262,0.17,5.54611855406993e-23
"NETO1",2.15328440261121e-27,-0.350753208975375,0.167,0.264,7.88123624199728e-23
"ARHGAP42",2.4572180173066e-27,0.471124644838549,0.344,0.255,8.9936636651439e-23
"NKAIN3",3.32197973192839e-27,0.487550094415156,0.52,0.441,1.21587780168311e-22
"GPR158",5.47244791431997e-27,-0.254670233710744,0.322,0.458,2.00297066112025e-22
"HLA-B",8.07761286239979e-27,0.395453668065331,0.118,0.056,2.95648708376695e-22
"RAPGEF3",8.51993960713633e-27,0.378107315698882,0.158,0.085,3.11838309560797e-22
"CSPG5",1.1622612078184e-26,0.521956993581636,0.376,0.303,4.25399224673613e-22
"RALYL",1.30091142543775e-26,-0.949814397254105,0.229,0.318,4.76146590824471e-22
"SLCO1C1",1.3833216164342e-26,0.498664219191373,0.258,0.171,5.06309544831082e-22
"SYN2",2.19483890356719e-26,-0.250402431023256,0.203,0.304,8.03332987094627e-22
"GRIA4",2.76055172170874e-26,-0.477803574155413,0.354,0.456,1.01038953566262e-21
"PRRX1",3.19173075489431e-26,0.293562519696518,0.279,0.185,1.16820537359887e-21
"DST",3.59748130715851e-26,0.504503690491789,0.768,0.772,1.31671413323309e-21
"SLC1A2",3.85897256036383e-26,0.596667071450316,0.547,0.484,1.41242254681877e-21
"ST6GALNAC5",4.92003695802967e-26,-0.32430296633192,0.119,0.205,1.80078272700844e-21
"NKAIN2",7.12648605414007e-26,-0.518682941783391,0.36,0.462,2.60836516067581e-21
"MT1E",1.00916854831666e-25,0.255067431506289,0.115,0.054,3.6936578036938e-21
"GABRB3",1.1475957547654e-25,-0.301975033700934,0.24,0.337,4.20031522201684e-21
"NELL1",3.42441351386804e-25,-0.465130691654018,0.179,0.269,1.25336959021084e-20
"CLU",4.9973843670471e-25,0.942217359686364,0.376,0.311,1.82909265218291e-20
"STK33",6.26840069753662e-25,0.348725553593418,0.286,0.195,2.29429733930538e-20
"APOE",6.50138426433696e-25,0.580684218008542,0.357,0.263,2.37957165458997e-20
"GALNT13",7.81529701039227e-25,-0.285193924996507,0.38,0.515,2.86047685877367e-20
"MT2A",1.70053481572209e-24,0.2768892875898,0.184,0.109,6.22412747902443e-20
"PPM1E",1.71190943044199e-24,-0.31092213358314,0.239,0.337,6.26575970636072e-20
"CACNB4",1.8753916940812e-24,-0.285165279803058,0.357,0.45,6.86412113950661e-20
"NELL2",3.19397591889868e-24,-0.519822747686957,0.148,0.228,1.16902712607611e-19
"IPCEF1",4.36838907502414e-24,-0.408259365982416,0.117,0.199,1.59887408534958e-19
"SYNPR",5.03400520108731e-24,-0.338971328096352,0.068,0.137,1.84249624364996e-19
"NREP",5.13654141388271e-24,-0.482828447660505,0.154,0.239,1.88002552289521e-19
"FAM107B",1.07812008445911e-23,-0.398064447401392,0.154,0.237,3.94602732112881e-19
"PLPP3",1.20589344868318e-23,0.41108948915141,0.386,0.298,4.41369061152529e-19
"SOX6",2.25305704006749e-23,0.368674068661826,0.522,0.421,8.24641407235104e-19
"KCNJ10",2.40399838326219e-23,0.312092938264788,0.232,0.151,8.79887448257795e-19
"FOXP2",2.5832627993094e-23,-0.267961391065891,0.092,0.166,9.45500017175232e-19
"CACNA1C",2.61100152176685e-23,-0.378867981158018,0.285,0.374,9.55652666981884e-19
"ALDH1A1",3.16852846237318e-23,0.548324125193738,0.208,0.134,1.15971310251321e-18
"PAQR8",6.35364069897409e-23,0.374679178252021,0.189,0.118,2.32549603223151e-18
"ATP1B2",7.66131393302698e-23,0.549252836638439,0.356,0.282,2.8041175126272e-18
"TUBB2B",8.32378933755473e-23,0.323447629636542,0.189,0.12,3.04659013543841e-18
"ADGRV1",9.97085267655105e-23,0.686016961881331,0.32,0.242,3.64943178814445e-18
"DDAH1",1.06032520437477e-22,0.462706934329469,0.363,0.292,3.88089628053208e-18
"OLIG1",1.18961827077142e-22,0.447114739056318,0.302,0.22,4.35412183285046e-18
"LDLRAD4",3.39928663282762e-22,-0.270472643758042,0.529,0.643,1.24417290048124e-17
"PDE10A",3.46368457641272e-22,-0.531250097763144,0.28,0.365,1.26774319181282e-17
"FGFR3",4.39134204881955e-22,0.268865569464004,0.253,0.169,1.60727510328844e-17
"PMP2",6.31219067195054e-22,0.255492839623399,0.2,0.125,2.31032490784062e-17
"OLFM1",8.06924283979563e-22,-0.318214764090633,0.21,0.299,2.9534235717936e-17
"C1orf61",1.57629206729199e-21,0.335177583987665,0.509,0.451,5.76938659549542e-17
"SLC7A11",1.82920016655157e-21,0.299234519780483,0.241,0.161,6.69505552959541e-17
"GLI3",2.23605603898301e-21,0.335697099488327,0.211,0.135,8.18418870828171e-17
"JPX",3.05438288370102e-21,0.478068161257643,0.557,0.528,1.11793467926341e-16
"PDE1C",3.26669276075157e-21,-0.2760025448098,0.354,0.463,1.19564221736268e-16
"DGKI",3.33876553457337e-21,-0.256064753502443,0.289,0.391,1.2220215733092e-16
"OLIG2",3.35348178389375e-21,0.297069010099513,0.161,0.097,1.22740786772295e-16
"UNC5D",3.67218765813551e-21,-0.474559139423331,0.25,0.336,1.34405740475418e-16
"RGS20",3.95380596846073e-21,0.481508719175186,0.23,0.158,1.44713252251631e-16
"SOX5",4.37160844957943e-21,0.504804110906354,0.587,0.575,1.60005240863057e-16
"SNHG25",5.41176164136019e-21,0.341390926893414,0.178,0.114,1.98075887835424e-16
"CDH20",8.19371812670446e-21,0.428990328521415,0.592,0.546,2.9989827715551e-16
"PTN",9.87188239386431e-21,0.404433050492434,0.557,0.501,3.61320767497828e-16
"CACHD1",1.15579130461809e-20,0.36949234148659,0.298,0.221,4.23031175403268e-16
"ESYT2",1.22366026142597e-20,-0.251644146271237,0.246,0.354,4.47871892284518e-16
"KHDRBS2",1.70637962882837e-20,-0.801754666699718,0.204,0.276,6.2455200794747e-16
"SPARCL1",2.02191838929988e-20,0.710241665799635,0.431,0.373,7.40042349667649e-16
"SLC16A9",2.36133039977592e-20,0.290760588907868,0.117,0.063,8.64270539621985e-16
"SOX9",2.4878906090543e-20,0.299179416577805,0.168,0.103,9.10592841819964e-16
"PDLIM5",2.95697186195307e-20,0.296039626415892,0.383,0.291,1.08228127119344e-15
"KIAA1217",5.01211341454006e-20,-0.524081520090092,0.23,0.314,1.83448363085581e-15
"NHSL1",6.77566805135071e-20,0.411015049192682,0.368,0.289,2.47996226347487e-15
"CNKSR2",6.99619465314239e-20,-0.253621089736378,0.258,0.346,2.56067720499665e-15
"RARB",1.3351127923961e-19,-0.288118180611927,0.096,0.162,4.88664633144898e-15
"NBEA",2.32721255567126e-19,-0.27729094272873,0.532,0.603,8.51783067501239e-15
"BMPR1B",2.68447596364069e-19,0.489024648310789,0.239,0.17,9.82545047452128e-15
"KALRN",3.03331171316464e-19,-0.452099622015777,0.414,0.478,1.11022242013539e-14
"RIMS2",3.67516719000068e-19,-0.321764899844505,0.32,0.41,1.34514794321215e-14
"BCAN",3.68923948717946e-19,0.34521231143213,0.301,0.225,1.35029854470255e-14
"HECW1",4.12419018382077e-19,-0.339499599285788,0.244,0.329,1.50949484918024e-14
"RMST",4.83490114187863e-19,0.258033433887658,0.164,0.1,1.769622166939e-14
"CALN1",6.93295448234269e-19,-0.285548801069158,0.233,0.322,2.53753067008225e-14
"S100B",7.00430989023292e-19,0.296477299394174,0.312,0.228,2.56364746292415e-14
"GALNTL6",8.0926669409034e-19,-0.434490260848954,0.168,0.244,2.96199702704005e-14
"SORBS2",1.47389500422515e-18,-0.285453594680394,0.271,0.357,5.39460310496446e-14
"CNTNAP5",3.1665490396553e-18,-0.32192214744977,0.3,0.387,1.15898861400424e-13
"SERPINE2",3.65270447613608e-18,0.358702497165183,0.346,0.278,1.33692636531057e-13
"GRM5",5.83192742478431e-18,-0.278969993064982,0.318,0.407,2.1345437567453e-13
"MCTP1",5.90726581603912e-18,-0.271812441731511,0.207,0.293,2.16211836132848e-13
"ADGRA3",6.83194437598171e-18,0.418720376250557,0.289,0.225,2.50055996105307e-13
"FIGN",8.28450499572416e-18,0.354630246753713,0.446,0.374,3.032211673485e-13
"LINC01374",8.99407379758997e-18,-0.469383224258221,0.079,0.137,3.29192095065591e-13
"NFIB",1.03512938539726e-17,0.343626481875325,0.57,0.53,3.78867706349249e-13
"RBMS3",1.1420504965957e-17,0.310305141973978,0.551,0.478,4.18001902258993e-13
"NDRG2",1.86747649898932e-17,0.271952124557293,0.311,0.234,6.83515073395081e-13
"NRXN1",3.51334082382189e-17,0.449167953882604,0.643,0.724,1.28591787492705e-12
"PPP1R14A",3.72051084184713e-17,-0.26239591789943,0.118,0.183,1.36174417322447e-12
"ARHGEF26-AS1",5.0834074091646e-17,0.350971469685758,0.241,0.175,1.86057794582833e-12
"PRKD1",6.77300993317562e-17,0.383782409195228,0.528,0.487,2.47898936564161e-12
"ADGRL3",2.25869532057418e-16,0.326064878002564,0.704,0.708,8.26705074283356e-12
"CCSER1",2.58731993163943e-16,-0.436156929486762,0.275,0.34,9.46984968179348e-12
"WWOX",3.15692785416148e-16,0.314573095058011,0.715,0.722,1.15546716390164e-11
"INPP4B",3.27378948290181e-16,0.459006060400591,0.353,0.278,1.19823968863689e-11
"CDC14A",4.39858622969981e-16,0.263409023472937,0.26,0.187,1.60992654593243e-11
"CTNND2",4.4826910958464e-16,0.347206722625211,0.725,0.753,1.64070976799074e-11
"CNTNAP2",5.02430603210665e-16,-0.610528639208701,0.341,0.401,1.83894625081135e-11
"PAMR1",5.72417202152723e-16,0.398125195903306,0.222,0.16,2.09510420159918e-11
"SFMBT2",6.52678951326864e-16,-0.259355115259223,0.385,0.482,2.38887022975146e-11
"MT3",7.9986615451007e-16,0.505603912597213,0.364,0.312,2.92759011212231e-11
"DTNA",1.20185676037771e-15,0.536438770095971,0.653,0.685,4.39891592865847e-11
"CNTNAP3B",1.84660681202606e-15,0.294447677089225,0.215,0.154,6.75876559269659e-11
"KCNIP4",1.94211920181725e-15,-0.296966008703917,0.352,0.435,7.10835049057133e-11
"LINC00299",4.57216692849295e-15,0.646480757504828,0.287,0.235,1.6734588174977e-10
"PREX2",4.85029686022623e-15,0.387553021173734,0.575,0.54,1.7752571538114e-10
"CDH13",5.93999052828845e-15,-0.382928462308971,0.287,0.362,2.17409593325886e-10
"SAMD4A",6.29303852066185e-15,0.459179969017026,0.454,0.417,2.30331502894744e-10
"SNHG14",9.38410990484373e-15,-0.324669927258307,0.676,0.734,3.43467806627185e-10
"DDX3X",2.4988061408105e-14,0.338927589044415,0.231,0.178,9.14588035598052e-10
"KAZN",3.81037485498438e-14,-0.320422811297154,0.442,0.513,1.39463530067283e-09
"ARHGEF26",4.32145610127092e-14,0.276233627062731,0.234,0.174,1.58169614762617e-09
"RGS7",6.0102820463373e-14,-0.509003887767797,0.489,0.528,2.19982333177992e-09
"ZNF804B",7.15512263409364e-14,-0.301558579152443,0.1,0.155,2.61884643530461e-09
"SAMSN1",9.03872671027431e-14,-0.271013066361484,0.073,0.122,3.3082643632275e-09
"SLC1A3",1.02985394096277e-13,0.546074242069492,0.564,0.518,3.76936840931785e-09
"CRB1",1.234048320328e-13,0.379639815147916,0.412,0.363,4.51674025723253e-09
"CELF2",1.87612082425128e-13,-0.367326187571232,0.579,0.645,6.8667898288421e-09
"LINC00320",2.05868866101443e-13,-0.263687746205965,0.146,0.204,7.5350063681789e-09
"PTPN13",2.28721233598759e-13,0.45372355268762,0.345,0.296,8.37142587094816e-09
"GPM6A",2.29966802637263e-13,0.466289182283316,0.616,0.619,8.41701494332647e-09
"A2M",3.00243915385646e-13,-0.282512850882171,0.119,0.176,1.098922754703e-08
"TMEM132D",3.5867348412797e-13,-0.365266960726826,0.29,0.362,1.31278081925678e-08
"NOTCH2",4.32602060321871e-13,0.279266490761107,0.252,0.198,1.58336680098408e-08
"TMEM144",4.3630418366783e-13,-0.347235125232152,0.209,0.275,1.59691694264262e-08
"NAV1",4.36684491494132e-13,0.465773659230335,0.571,0.59,1.59830890731767e-08
"ATP2B4",4.42374921685299e-13,0.30207517350204,0.35,0.293,1.61913645086036e-08
"RORA",4.89227090839966e-13,0.260853876275707,0.653,0.644,1.79062007518336e-08
