"","ensembl_gene_id","external_gene_name"
"638","ENSMUSG00000003824","Syce2"
"639","ENSMUSG00000003847","Nfat5"
"640","ENSMUSG00000003848","Nob1"
"641","ENSMUSG00000003849","Nqo1"
"642","ENSMUSG00000003863","Ppfia3"
"643","ENSMUSG00000003865","Gys1"
"644","ENSMUSG00000003868","Ruvbl2"
"645","ENSMUSG00000003872","Lin7b"
"646","ENSMUSG00000003873","Bax"
"647","ENSMUSG00000003882","Il7r"
"648","ENSMUSG00000003923","Tfam"
"649","ENSMUSG00000003929","Zfp81"
"650","ENSMUSG00000003934","Efnb3"
"651","ENSMUSG00000003948","Mmd"
"652","ENSMUSG00000003949","Hlf"
"653","ENSMUSG00000003955","Fam162a"
"654","ENSMUSG00000003970","Rpl8"
"655","ENSMUSG00000003974","Grm3"
"656","ENSMUSG00000003992","Ssbp2"
"657","ENSMUSG00000004018","Fancl"
"658","ENSMUSG00000004031","Brinp2"
"659","ENSMUSG00000004032","Gstm5"
"660","ENSMUSG00000004035","Gstm7"
"661","ENSMUSG00000004038","Gstm3"
"662","ENSMUSG00000004040","Stat3"
"663","ENSMUSG00000004043","Stat5a"
"664","ENSMUSG00000004044","Cavin1"
"665","ENSMUSG00000004054","Map3k11"
"666","ENSMUSG00000004056","Akt2"
"667","ENSMUSG00000004069","Dnaja3"
"668","ENSMUSG00000004070","Hmox2"
"669","ENSMUSG00000004071","Cdip1"
"670","ENSMUSG00000004085","Map3k20"
"671","ENSMUSG00000004096","Cwc15"
"672","ENSMUSG00000004098","Col5a3"
"673","ENSMUSG00000004099","Dnmt1"
"674","ENSMUSG00000004100","Ppan"
"675","ENSMUSG00000004105","Angptl2"
"676","ENSMUSG00000004110","Cacna1e"
"677","ENSMUSG00000004113","Cacna1b"
"678","ENSMUSG00000004127","Trmt10a"
"679","ENSMUSG00000004151","Etv1"
"680","ENSMUSG00000004187","Kifc2"
"681","ENSMUSG00000004207","Psap"
"682","ENSMUSG00000004221","Ikbkg"
"683","ENSMUSG00000004231","Pax2"
"684","ENSMUSG00000004233","Wars2"
"685","ENSMUSG00000004263","Atn1"
"686","ENSMUSG00000004264","Phb2"
"687","ENSMUSG00000004266","Ptpn6"
"688","ENSMUSG00000004267","Eno2"
"689","ENSMUSG00000004268","Emg1"
"690","ENSMUSG00000004270","Lpcat3"
"691","ENSMUSG00000004285","Atp6v1f"
"692","ENSMUSG00000004296","Il12b"
"693","ENSMUSG00000004317","Clcn5"
"694","ENSMUSG00000004319","Clcn3"
"695","ENSMUSG00000004328","Hif3a"
"696","ENSMUSG00000004341","Gpx6"
"697","ENSMUSG00000004344","Gpx5"
"698","ENSMUSG00000004347","Pde1c"
"699","ENSMUSG00000004356","Utp20"
"700","ENSMUSG00000004359","Spic"
"701","ENSMUSG00000004360","9330159F19Rik"
"702","ENSMUSG00000004364","Cul3"
"703","ENSMUSG00000004366","Sst"
"704","ENSMUSG00000004371","Il11"
"705","ENSMUSG00000004383","Large1"
"706","ENSMUSG00000004393","Ddx56"
"707","ENSMUSG00000004394","Tmed4"
"708","ENSMUSG00000004415","Col26a1"
"709","ENSMUSG00000004446","Bid"
"710","ENSMUSG00000004451","Ralb"
"711","ENSMUSG00000004455","Ppp1cc"
"712","ENSMUSG00000004460","Dnajb11"
"713","ENSMUSG00000004462","Tbccd1"
"714","ENSMUSG00000004473","Clec11a"
"715","ENSMUSG00000004500","Zfp324"
"716","ENSMUSG00000004508","Gab2"
"717","ENSMUSG00000004530","Coro1c"
"718","ENSMUSG00000004535","Tax1bp1"
"719","ENSMUSG00000004540","Psg17"
"720","ENSMUSG00000004542","Psg19"
"721","ENSMUSG00000004552","Ctse"
"722","ENSMUSG00000004558","Ndrg2"
"723","ENSMUSG00000004561","Mettl17"
"724","ENSMUSG00000004562","Arhgef40"
"725","ENSMUSG00000004565","Pnpla6"
"726","ENSMUSG00000004567","Mcoln1"
"727","ENSMUSG00000004568","Arhgef18"
"728","ENSMUSG00000004591","Pkn2"
"729","ENSMUSG00000004609","Cd33"
"730","ENSMUSG00000004610","Etfb"
"731","ENSMUSG00000004612","Nkg7"
"732","ENSMUSG00000004613",NA
"733","ENSMUSG00000004626","Stxbp2"
"734","ENSMUSG00000004630","Pcp2"
"735","ENSMUSG00000004631","Sgce"
"736","ENSMUSG00000004633","Chn2"
"737","ENSMUSG00000004637","Wwox"
"738","ENSMUSG00000004642","Slbp"
"739","ENSMUSG00000004651","Tyr"
"740","ENSMUSG00000004654","Ghrhr"
"741","ENSMUSG00000004655","Aqp1"
"742","ENSMUSG00000004661","Arid3b"
"743","ENSMUSG00000004665","Cnn2"
"744","ENSMUSG00000004667","Polr2e"
"745","ENSMUSG00000004668","Abca13"
"746","ENSMUSG00000004677","Myo9b"
"747","ENSMUSG00000004698","Hdac9"
"748","ENSMUSG00000004707","Ly9"
"749","ENSMUSG00000004709","Cd244a"
"750","ENSMUSG00000004730","Adgre1"
"751","ENSMUSG00000004748","Mtfp1"
"752","ENSMUSG00000004768","Rab23"
"753","ENSMUSG00000004771","Rab11a"
"754","ENSMUSG00000004788","Eif2b2"
"755","ENSMUSG00000004789","Dlst"
"756","ENSMUSG00000004791","Pgf"
"757","ENSMUSG00000004798","Ulk2"
"758","ENSMUSG00000004814","Ccl24"
"759","ENSMUSG00000004815","Dgkq"
"760","ENSMUSG00000004821","Tmed11"
"761","ENSMUSG00000004837","Grap"
"762","ENSMUSG00000004842","Pou1f1"
"763","ENSMUSG00000004843","Chmp2b"
"764","ENSMUSG00000004846","Plod3"
"765","ENSMUSG00000004849","Ap1s1"
"766","ENSMUSG00000004864","Mapk13"
"767","ENSMUSG00000004865","Srpk1"
"768","ENSMUSG00000004872","Pax3"
"769","ENSMUSG00000004880","Lbr"
"770","ENSMUSG00000004885","Crabp2"
"771","ENSMUSG00000004891","Nes"
"772","ENSMUSG00000004892","Bcan"
"773","ENSMUSG00000004894","Hapln2"
"774","ENSMUSG00000004895","Prcc"
"775","ENSMUSG00000004896","Mettl25b"
"776","ENSMUSG00000004897","Hdgf"
"777","ENSMUSG00000004902","Slc25a18"
"778","ENSMUSG00000004929","Thop1"
"779","ENSMUSG00000004931","Apba3"
"780","ENSMUSG00000004933","Matk"
"781","ENSMUSG00000004934","Pias4"
"782","ENSMUSG00000004936","Map2k1"
"783","ENSMUSG00000004937","Sgta"
"784","ENSMUSG00000004939","Nmrk2"
"785","ENSMUSG00000004945","Tmem242"
"786","ENSMUSG00000004947","Dtx2"
"787","ENSMUSG00000004948","Zp3"
"788","ENSMUSG00000004951","Hspb1"
"789","ENSMUSG00000004952","Rasa4"
"790","ENSMUSG00000004961","Syt5"
"791","ENSMUSG00000004980","Hnrnpa2b1"
"792","ENSMUSG00000004988","Fxyd4"
"793","ENSMUSG00000004994","Yju2b"
"794","ENSMUSG00000004996","Mri1"
"795","ENSMUSG00000005034","Prkacb"
"796","ENSMUSG00000005043","Sgsh"
"797","ENSMUSG00000005045","Chd5"
"798","ENSMUSG00000005054","Cstb"
"799","ENSMUSG00000005057","Sh2b2"
"800","ENSMUSG00000005069","Pex5"
"801","ENSMUSG00000005078","Jkamp"
"802","ENSMUSG00000005087","Cd44"
"803","ENSMUSG00000005089","Slc1a2"
"804","ENSMUSG00000005102","Eif2ak4"
"805","ENSMUSG00000005103","Wdr1"
"806","ENSMUSG00000005107","Slc2a9"
"807","ENSMUSG00000005124","Ccn4"
"808","ENSMUSG00000005125","Ndrg1"
"809","ENSMUSG00000005131","4930550C14Rik"
"810","ENSMUSG00000005142","Man2b1"
"811","ENSMUSG00000005148","Klf5"
"812","ENSMUSG00000005150","Wdr83"
"813","ENSMUSG00000005161","Prdx2"
"814","ENSMUSG00000005198","Polr2a"
"815","ENSMUSG00000005202","Shbg"
"816","ENSMUSG00000005204","Senp3"
"817","ENSMUSG00000005220","Corin"
"818","ENSMUSG00000005225","Plekha8"
"819","ENSMUSG00000005232","G6pc2"
"820","ENSMUSG00000005233","Spc25"
"821","ENSMUSG00000005237","Dnah2"
"822","ENSMUSG00000005251","Ripk4"
"823","ENSMUSG00000005262","Ufd1"
"824","ENSMUSG00000005267","Zfp287"
"825","ENSMUSG00000005268","Prlr"
"826","ENSMUSG00000005299","Letm1"
"827","ENSMUSG00000005312","Ubqln1"
"828","ENSMUSG00000005320","Fgfr4"
"829","ENSMUSG00000005338","Cadm3"
"830","ENSMUSG00000005339","Fcer1a"
"831","ENSMUSG00000005354","Txn2"
"832","ENSMUSG00000005355","Casp14"
"833","ENSMUSG00000005357","Slc1a6"
"834","ENSMUSG00000005360","Slc1a3"
"835","ENSMUSG00000005362","Crbn"
"836","ENSMUSG00000005364","Il5ra"
"837","ENSMUSG00000005370","Msh6"
"838","ENSMUSG00000005371","Fbxo11"
"839","ENSMUSG00000005373","Mlxipl"
"840","ENSMUSG00000005374","Tbl2"
"841","ENSMUSG00000005378","Bud23"
"842","ENSMUSG00000005397","Nid1"
"843","ENSMUSG00000005410","Mcm5"
"844","ENSMUSG00000005413","Hmox1"
"845","ENSMUSG00000005417","Mprip"
"846","ENSMUSG00000005442","Cic"
"847","ENSMUSG00000005447","Pafah1b3"
"848","ENSMUSG00000005465","Il27ra"
"849","ENSMUSG00000005469","Prkaca"
"850","ENSMUSG00000005470","Asf1b"
"851","ENSMUSG00000005474","Myl10"
"852","ENSMUSG00000005481","Ddx39a"
"853","ENSMUSG00000005483","Dnajb1"
"854","ENSMUSG00000005493","Msh4"
"855","ENSMUSG00000005501","Usp40"
"856","ENSMUSG00000005503","Evx1"
"857","ENSMUSG00000005505","Kbtbd4"
"858","ENSMUSG00000005506","Celf1"
"859","ENSMUSG00000005510","Ndufs3"
"860","ENSMUSG00000005514","Por"
"861","ENSMUSG00000005533","Igf1r"
"862","ENSMUSG00000005534","Insr"
"863","ENSMUSG00000005540","Fcer2a"
"864","ENSMUSG00000005547","Cyp2a5"
"865","ENSMUSG00000005553","Atp4a"
"866","ENSMUSG00000005566","Trim28"
"867","ENSMUSG00000005575","Ube2m"
"868","ENSMUSG00000005580","Adcy9"
"869","ENSMUSG00000005583","Mef2c"
"870","ENSMUSG00000005609","Ctr9"
"871","ENSMUSG00000005610","Eif4g2"
"872","ENSMUSG00000005611","Irag1"
"873","ENSMUSG00000005615","Pcyt1a"
"874","ENSMUSG00000005621","Zfp592"
"875","ENSMUSG00000005625","Psmd4"
"876","ENSMUSG00000005628","Tmod4"
"877","ENSMUSG00000005640","Insrr"
"878","ENSMUSG00000005649","Cabp5"
"879","ENSMUSG00000005656","Snx6"
"880","ENSMUSG00000005667","Mthfd2"
"881","ENSMUSG00000005672","Kit"
"882","ENSMUSG00000005674","Tomm40l"
"883","ENSMUSG00000005677","Nr1i3"
"884","ENSMUSG00000005681","Apoa2"
"885","ENSMUSG00000005682","Pan2"
"886","ENSMUSG00000005683","Cs"
"887","ENSMUSG00000005686","Ampd3"
"888","ENSMUSG00000005687","Bcas2"
"889","ENSMUSG00000005696","Sh2d1a"
"890","ENSMUSG00000005698","Ctcf"
"891","ENSMUSG00000005699","Pard6a"
"892","ENSMUSG00000005705","Agrp"
"893","ENSMUSG00000005716","Pvalb"
"894","ENSMUSG00000005718","Tfap4"
"895","ENSMUSG00000005732","Ranbp1"
"896","ENSMUSG00000005763","Cd247"
"897","ENSMUSG00000005774","Rfx5"
"898","ENSMUSG00000005779","Psmb4"
"899","ENSMUSG00000005800","Mmp8"
"900","ENSMUSG00000005802","Slc30a4"
"901","ENSMUSG00000005803","Sqor"
"902","ENSMUSG00000005804","Bloc1s6"
"903","ENSMUSG00000005813","Metap1"
"904","ENSMUSG00000005823","Gpr108"
"905","ENSMUSG00000005824","Tnfsf14"
"906","ENSMUSG00000005836","Gata6"
"907","ENSMUSG00000005846","Rsl1d1"
"908","ENSMUSG00000005864","Cnga2"
"909","ENSMUSG00000005871","Apc"
"910","ENSMUSG00000005873","Reep5"
"911","ENSMUSG00000005881","Ergic3"
"912","ENSMUSG00000005882","Uqcc1"
"913","ENSMUSG00000005883","Spo11"
"914","ENSMUSG00000005886","Ncoa2"
"915","ENSMUSG00000005891","Prl4a1"
"916","ENSMUSG00000005892","Trh"
"917","ENSMUSG00000005893","Nr2c2"
"918","ENSMUSG00000005897","Nr2c1"
"919","ENSMUSG00000005899","Smpd4"
"920","ENSMUSG00000005907","Pex1"
"921","ENSMUSG00000005917","Otx1"
"922","ENSMUSG00000005936","Kctd20"
"923","ENSMUSG00000005947","Itgae"
"924","ENSMUSG00000005949","Ctns"
"925","ENSMUSG00000005950","P2rx5"
"926","ENSMUSG00000005951","Shpk"
"927","ENSMUSG00000005952","Trpv1"
"928","ENSMUSG00000005958","Ephb3"
"929","ENSMUSG00000005968","Tuft1"
"930","ENSMUSG00000005973","Rcn1"
"931","ENSMUSG00000005980","Dnase1"
"932","ENSMUSG00000005981","Trap1"
"933","ENSMUSG00000005982","Naa60"
"934","ENSMUSG00000005983","1700037C18Rik"
"935","ENSMUSG00000005986","Ankrd13d"
"936","ENSMUSG00000005994","Tyrp1"
"937","ENSMUSG00000006005","Tpr"
"938","ENSMUSG00000006007","Pdc"
"939","ENSMUSG00000006010","Odr4"
"940","ENSMUSG00000006014","Prg4"
"941","ENSMUSG00000006019","Dhx34"
"942","ENSMUSG00000006021","Kptn"
"943","ENSMUSG00000006024","Napa"
"944","ENSMUSG00000006050","Sra1"
"945","ENSMUSG00000006056","Calcoco2"
"946","ENSMUSG00000006057","Atp5mc1"
"947","ENSMUSG00000006058","Snf8"
"948","ENSMUSG00000006095","Tbcb"
"949","ENSMUSG00000006127","Inpp5k"
"950","ENSMUSG00000006134","Crkl"
"951","ENSMUSG00000006143","Upk3bl"
"952","ENSMUSG00000006154","Eps8l1"
"953","ENSMUSG00000006169","Clint1"
"954","ENSMUSG00000006179","Prss16"
"955","ENSMUSG00000006191","Cdkal1"
"956","ENSMUSG00000006200","Rhox6"
"957","ENSMUSG00000006204","Cdcp3"
"958","ENSMUSG00000006205","Htra1"
"959","ENSMUSG00000006215","Zbtb17"
"960","ENSMUSG00000006216","Clcnkb"
"961","ENSMUSG00000006218","Fam131c"
"962","ENSMUSG00000006219","Fblim1"
"963","ENSMUSG00000006221","Hspb7"
"964","ENSMUSG00000006235","Epor"
"965","ENSMUSG00000006241","Ccdc159"
"966","ENSMUSG00000006262","Mob1b"
"967","ENSMUSG00000006269","Atp6v1b1"
"968","ENSMUSG00000006270","Vax1"
"969","ENSMUSG00000006273","Atp6v1b2"
"970","ENSMUSG00000006276","Eps15l1"
"971","ENSMUSG00000006281","Tep1"
"972","ENSMUSG00000006288","Ttc5"
"973","ENSMUSG00000006289","Osgep"
"974","ENSMUSG00000006299","Aamp"
"975","ENSMUSG00000006301","Tmbim1"
"976","ENSMUSG00000006304","Arpc2"
"977","ENSMUSG00000006307","Kmt2b"
"978","ENSMUSG00000006310","Zbtb32"
"979","ENSMUSG00000006311","Etv2"
"980","ENSMUSG00000006313","Upk1a"
"981","ENSMUSG00000006315","Tmem147"
"982","ENSMUSG00000006333","Rps9"
"983","ENSMUSG00000006335","Tfpt"
"984","ENSMUSG00000006342","Susd2"
"985","ENSMUSG00000006344","Ggt5"
"986","ENSMUSG00000006345","Ggt1"
"987","ENSMUSG00000006356","Crip2"
"988","ENSMUSG00000006360","Crip1"
"989","ENSMUSG00000006362","Cbfa2t3"
"990","ENSMUSG00000006369","Fbln1"
"991","ENSMUSG00000006373","Pgrmc1"
"992","ENSMUSG00000006378","Gcat"
"993","ENSMUSG00000006386","Tek"
"994","ENSMUSG00000006389","Mpl"
"995","ENSMUSG00000006390","Elovl1"
"996","ENSMUSG00000006392","Med8"
"997","ENSMUSG00000006395","Hyi"
"998","ENSMUSG00000006398","Cdc20"
"999","ENSMUSG00000006403","Adamts4"
"1000","ENSMUSG00000006411","Nectin4"
"1001","ENSMUSG00000006412","Pfdn2"
"1002","ENSMUSG00000006418","Rnf114"
"1003","ENSMUSG00000006423","Steep1"
"1004","ENSMUSG00000006435","Neurl1a"
"1005","ENSMUSG00000006442","Srm"
"1006","ENSMUSG00000006445","Epha2"
"1007","ENSMUSG00000006456","Rbm14"
"1008","ENSMUSG00000006457","Actn3"
"1009","ENSMUSG00000006462","A530013C23Rik"
"1010","ENSMUSG00000006463","Zdhhc24"
"1011","ENSMUSG00000006464","Bbs1"
"1012","ENSMUSG00000006469","Slc34a3"
"1013","ENSMUSG00000006471","Ndor1"
"1014","ENSMUSG00000006476","Nsmf"
"1015","ENSMUSG00000006488","Prl7a1"
"1016","ENSMUSG00000006490","Prl8a9"
"1017","ENSMUSG00000006494","Pdk1"
"1018","ENSMUSG00000006498","Ptbp1"
"1019","ENSMUSG00000006517","Mvd"
"1020","ENSMUSG00000006519","Cyba"
"1021","ENSMUSG00000006522","Itih3"
"1022","ENSMUSG00000006526","Stimate"
"1023","ENSMUSG00000006527","Sfmbt1"
"1024","ENSMUSG00000006529","Itih1"
"1025","ENSMUSG00000006538","Ihh"
"1026","ENSMUSG00000006542","Prkag3"
"1027","ENSMUSG00000006546","Cryba2"
"1028","ENSMUSG00000006567","Atp7b"
"1029","ENSMUSG00000006570","Defb2"
"1030","ENSMUSG00000006574","Slc4a1"
"1031","ENSMUSG00000006575","Rundc3a"
"1032","ENSMUSG00000006576","Slc4a3"
"1033","ENSMUSG00000006585","Cdt1"
"1034","ENSMUSG00000006586","Runx1t1"
"1035","ENSMUSG00000006587","Snai3"
"1036","ENSMUSG00000006589","Aprt"
"1037","ENSMUSG00000006599","Gtf2h1"
"1038","ENSMUSG00000006611","Hfe"
"1039","ENSMUSG00000006638","Abhd1"
"1040","ENSMUSG00000006641","Slc5a6"
"1041","ENSMUSG00000006642","Tcf23"
"1042","ENSMUSG00000006649","Nphs1"
"1043","ENSMUSG00000006651","Aplp1"
"1044","ENSMUSG00000006673","Qrich1"
"1045","ENSMUSG00000006675","P4htm"
"1046","ENSMUSG00000006676","Usp19"
"1047","ENSMUSG00000006678","Pola1"
"1048","ENSMUSG00000006699","Cdc42"
"1049","ENSMUSG00000006705","Pknox1"
"1050","ENSMUSG00000006711","D130043K22Rik"
"1051","ENSMUSG00000006715","Gmnn"
"1052","ENSMUSG00000006717","Acot13"
"1053","ENSMUSG00000006720","Zfp184"
"1054","ENSMUSG00000006724","Cyp27b1"
"1055","ENSMUSG00000006728","Cdk4"
"1056","ENSMUSG00000006731","B4galnt1"
"1057","ENSMUSG00000006732","Mettl1"
"1058","ENSMUSG00000006736","Tspan31"
"1059","ENSMUSG00000006740","Kif5b"
"1060","ENSMUSG00000006763","Saal1"
"1061","ENSMUSG00000006764","Tph2"
"1062","ENSMUSG00000006777","Krt23"
"1063","ENSMUSG00000006782","Cnp"
"1064","ENSMUSG00000006784","Odad4"
"1065","ENSMUSG00000006800","Sulf2"
"1066","ENSMUSG00000006818","Sod2"
"1067","ENSMUSG00000006850","Tmco6"
"1068","ENSMUSG00000006906","Stambp"
"1069","ENSMUSG00000006920","Ezh1"
"1070","ENSMUSG00000006930","Hap1"
"1071","ENSMUSG00000006931","P3h4"
"1072","ENSMUSG00000006932","Ctnnb1"
"1073","ENSMUSG00000006941","Eif1b"
"1074","ENSMUSG00000006948","Klk4"
"1075","ENSMUSG00000006958","Chrd"
"1076","ENSMUSG00000006998","Psmd2"
"1077","ENSMUSG00000007021","Syngr3"
"1078","ENSMUSG00000007029","Vars1"
"1079","ENSMUSG00000007030","Vwa7"
"1080","ENSMUSG00000007033","Hspa1l"
"1081","ENSMUSG00000007034","Slc44a4"
"1082","ENSMUSG00000007035","Msh5"
"1083","ENSMUSG00000007036","Abhd16a"
"1084","ENSMUSG00000007038","Neu1"
"1085","ENSMUSG00000007039","Ddah2"
"1086","ENSMUSG00000007041","Clic1"
"1087","ENSMUSG00000007050","Lsm2"
"1088","ENSMUSG00000007080","Pole"
"1089","ENSMUSG00000007097","Atp1a2"
"1090","ENSMUSG00000007107","Atp1a4"
"1091","ENSMUSG00000007122","Casq1"
"1092","ENSMUSG00000007207","Stx1a"
"1093","ENSMUSG00000007209","Ceacam9"
"1094","ENSMUSG00000007216","Zfp775"
"1095","ENSMUSG00000007279","Scube2"
"1096","ENSMUSG00000007338","Mrpl49"
"1097","ENSMUSG00000007379","Dennd2c"
"1098","ENSMUSG00000007411","Mark3"
"1099","ENSMUSG00000007415","Gatad1"
"1100","ENSMUSG00000007440","Pcdha10"
"1101","ENSMUSG00000007457","2310003L06Rik"
"1102","ENSMUSG00000007458","M6pr"
"1103","ENSMUSG00000007476","Lrrc8a"
"1104","ENSMUSG00000007480","Mc5r"
"1105","ENSMUSG00000007564","Ppp2r1a"
"1106","ENSMUSG00000007570","Fance"
"1107","ENSMUSG00000007589","Tinf2"
"1108","ENSMUSG00000007591","Tssk4"
"1109","ENSMUSG00000007594","Hapln4"
"1110","ENSMUSG00000007603","Dus3l"
"1111","ENSMUSG00000007610","Gtpbp3"
"1112","ENSMUSG00000007613","Tgfbr1"
"1113","ENSMUSG00000007617","Homer1"
"1114","ENSMUSG00000007646","Rad51c"
"1115","ENSMUSG00000007653","Gabrb2"
"1116","ENSMUSG00000007655","Cav1"
"1117","ENSMUSG00000007656","Arpp19"
"1118","ENSMUSG00000007659","Bcl2l1"
"1119","ENSMUSG00000007670","Khsrp"
"1120","ENSMUSG00000007682","Dio2"
"1121","ENSMUSG00000007721","Ccdc124"
"1122","ENSMUSG00000007739","Cct4"
"1123","ENSMUSG00000007777","Trappc2b"
"1124","ENSMUSG00000007783","Cpt1c"
"1125","ENSMUSG00000007805","Twist2"
"1126","ENSMUSG00000007812","Zfp655"
"1127","ENSMUSG00000007815","Rhoa"
"1128","ENSMUSG00000007817","Zmiz1"
"1129","ENSMUSG00000007827","Ankrd26"
"1130","ENSMUSG00000007833","Aldh16a1"
"1131","ENSMUSG00000007836","Hnrnpa0"
"1132","ENSMUSG00000007837","Prrg2"
"1133","ENSMUSG00000007850","Hnrnph1"
"1134","ENSMUSG00000007867","Ift43"
"1135","ENSMUSG00000007872","Id3"
"1136","ENSMUSG00000007877","Tcap"
"1137","ENSMUSG00000007880","Arid1a"
"1138","ENSMUSG00000007888","Crlf1"
"1139","ENSMUSG00000007891","Ctsd"
"1140","ENSMUSG00000007892","Rplp1"
"1141","ENSMUSG00000007907","Cabs1"
"1142","ENSMUSG00000007908","Hmgcll1"
"1143","ENSMUSG00000007944","Ttc9b"
"1144","ENSMUSG00000007946","Phox2a"
"1145","ENSMUSG00000007950","Abhd8"
"1146","ENSMUSG00000007987","Ift22"
"1147","ENSMUSG00000007989","Fzd3"
"1148","ENSMUSG00000008028","1700008O03Rik"
"1149","ENSMUSG00000008035","Mid1ip1"
"1150","ENSMUSG00000008036","Ap2s1"
"1151","ENSMUSG00000008090","Fgfrl1"
"1152","ENSMUSG00000008129","Brme1"
"1153","ENSMUSG00000008136","Fhl2"
"1154","ENSMUSG00000008140","Emc10"
"1155","ENSMUSG00000008153","Clstn3"
"1156","ENSMUSG00000008167","Fbxw9"
"1157","ENSMUSG00000008193","Spib"
"1158","ENSMUSG00000008200","Fnbp4"
"1159","ENSMUSG00000008206","Cers4"
"1160","ENSMUSG00000008226","Scrn3"
"1161","ENSMUSG00000008301","Phax"
"1162","ENSMUSG00000008305","Tle1"
"1163","ENSMUSG00000008307","1700109H08Rik"
"1164","ENSMUSG00000008318","Relt"
"1165","ENSMUSG00000008333","Snrpb2"
"1166","ENSMUSG00000008348","Ubc"
"1167","ENSMUSG00000008373","Prpf31"
"1168","ENSMUSG00000008384","Sertad1"
"1169","ENSMUSG00000008393","Carhsp1"
"1170","ENSMUSG00000008398","Elk3"
"1171","ENSMUSG00000008429","Herpud2"
"1172","ENSMUSG00000008435","Rdh13"
"1173","ENSMUSG00000008438","Adam21"
"1174","ENSMUSG00000008450","Nutf2"
"1175","ENSMUSG00000008461","Fut1"
"1176","ENSMUSG00000008475","Arpc5"
"1177","ENSMUSG00000008482","Rnf151"
"1178","ENSMUSG00000008489","Elavl2"
"1179","ENSMUSG00000008496","Pou2f2"
"1180","ENSMUSG00000008540","Mgst1"
"1181","ENSMUSG00000008575","Nfib"
"1182","ENSMUSG00000008590","Htr3b"
"1183","ENSMUSG00000008601","Rab25"
"1184","ENSMUSG00000008604","Ubqln4"
"1185","ENSMUSG00000008658","Rbfox1"
"1186","ENSMUSG00000008668","Rps18"
"1187","ENSMUSG00000008682","Rpl10"
"1188","ENSMUSG00000008683","Rps15a"
"1189","ENSMUSG00000008690","Ncaph2"
"1190","ENSMUSG00000008730","Hipk1"
"1191","ENSMUSG00000008734","Gprc5b"
"1192","ENSMUSG00000008763","Man1a2"
"1193","ENSMUSG00000008789","Ceacam5"
"1194","ENSMUSG00000008813","Tppp2"
"1195","ENSMUSG00000008822","Acyp1"
"1196","ENSMUSG00000008843","Cldn13"
"1197","ENSMUSG00000008845","Cd163"
"1198","ENSMUSG00000008855","Hdac5"
"1199","ENSMUSG00000008859","Rala"
"1200","ENSMUSG00000008874","Clec3a"
"1201","ENSMUSG00000008892","Vdac3"
"1202","ENSMUSG00000008932","Slc1a7"
"1203","ENSMUSG00000008958","Vps72"
"1204","ENSMUSG00000008976","Gabpa"
"1205","ENSMUSG00000008999","Bmp7"
"1206","ENSMUSG00000009013","Dynll1"
"1207","ENSMUSG00000009030","Pdcl"
"1208","ENSMUSG00000009035","Tmem184b"
"1209","ENSMUSG00000009047","Krtap13-23"
"1210","ENSMUSG00000009070","Rsph14"
"1211","ENSMUSG00000009073","Nf2"
"1212","ENSMUSG00000009075","Cabp7"
"1213","ENSMUSG00000009076","Zmat5"
"1214","ENSMUSG00000009079","Ewsr1"
"1215","ENSMUSG00000009090","Ap1b1"
"1216","ENSMUSG00000009092","Derl3"
"1217","ENSMUSG00000009093","Gstt4"
"1218","ENSMUSG00000009097","Tbx1"
"1219","ENSMUSG00000009108","Gnat2"
"1220","ENSMUSG00000009112","Bcl2l13"
"1221","ENSMUSG00000009114","2610028H24Rik"
"1222","ENSMUSG00000009115","Spatc1l"
"1223","ENSMUSG00000009145","Dqx1"
"1224","ENSMUSG00000009185","Ccl8"
"1225","ENSMUSG00000009207","Lnpk"
"1226","ENSMUSG00000009210","Prr29"
"1227","ENSMUSG00000009214","Mymk"
"1228","ENSMUSG00000009216","Fam163b"
"1229","ENSMUSG00000009246","Trpm5"
"1230","ENSMUSG00000009248","Ascl2"
"1231","ENSMUSG00000009281","Rarres2"
"1232","ENSMUSG00000009291","Pttg1ip"
"1233","ENSMUSG00000009292","Trpm2"
"1234","ENSMUSG00000009293","Ube2g2"
"1235","ENSMUSG00000009350","Mpo"
"1236","ENSMUSG00000009356","Lpo"
"1237","ENSMUSG00000009376","Met"
"1238","ENSMUSG00000009378","Slc16a12"
"1239","ENSMUSG00000009394","Syn2"
"1240","ENSMUSG00000009406","Elk1"
"1241","ENSMUSG00000009418","Nav1"
"1242","ENSMUSG00000009470","Tnpo1"
"1243","ENSMUSG00000009471","Myod1"
"1244","ENSMUSG00000009487","Otog"
"1245","ENSMUSG00000009535","Rnmt"
"1246","ENSMUSG00000009545","Kcnq1"
"1247","ENSMUSG00000009549","Srp14"
"1248","ENSMUSG00000009551","6330409D20Rik"
"1249","ENSMUSG00000009555","Cdk9"
"1250","ENSMUSG00000009563","Tor2a"
"1251","ENSMUSG00000009566","Fpgs"
"1252","ENSMUSG00000009569","Mrtfb"
"1253","ENSMUSG00000009575","Cbx5"
"1254","ENSMUSG00000009580","Odam"
"1255","ENSMUSG00000009585","Apobec3"
"1256","ENSMUSG00000009588","St6galnac1"
"1257","ENSMUSG00000009596","Taf7l"
"1258","ENSMUSG00000009614","Sardh"
"1259","ENSMUSG00000009621","Vav2"
"1260","ENSMUSG00000009628","Tex15"
"1261","ENSMUSG00000009630","Ppp2cb"
