"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","logp"
"MA0854.1","MA0854.1",13,1449,4.18006430868167,3.6225,1.15391699342489,0.338846821366173,"Alx1",0.401237664665341,0.469996584008333
"MA0710.1","MA0710.1",13,1451,4.18006430868167,3.6275,1.15232648068413,0.34062014870305,"NOTO",0.402698305756696,0.467729665792858
"MA0068.2","MA0068.2",11,1210,3.53697749196141,3.025,1.1692487576732,0.341867908961528,"PAX4",0.403533955831171,0.466141664383387
"MA0878.2","MA0878.2",19,2192,6.10932475884244,5.48,1.1148402844603,0.346050118230027,"CDX1",0.40705030102692,0.460860998043975
"MA0704.1","MA0704.1",12,1336,3.85852090032154,3.34,1.15524577853938,0.346483835324523,"Lhx4",0.40705030102692,0.460317021926973
"MA0721.1","MA0721.1",12,1336,3.85852090032154,3.34,1.15524577853938,0.346483835324523,"UNCX",0.40705030102692,0.460317021926973
"MA0724.1","MA0724.1",7,735,2.2508038585209,1.8375,1.22492726994335,0.347344623537209,"VENTX",0.407419951507482,0.459239419076061
"MA1495.1","MA1495.1",7,738,2.2508038585209,1.845,1.21994789079724,0.351114093607673,"HOXA1",0.410550335158815,0.454551737742858
"MA0904.2","MA0904.2",7,738,2.2508038585209,1.845,1.21994789079724,0.351114093607673,"HOXB5",0.410550335158815,0.454551737742858
"MA0139.1","MA0139.1",73,8982,23.4726688102894,22.455,1.04532036563302,0.354142287706647,"CTCF",0.413443108965819,0.450822211561247
