Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
134	Nuclear Receptor Binding (GO:0016922)	1/115	0.432494070838797	0.477680018538373	0	0	1.78947368421053	1.49991297365327	LEF1
135	Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	6/1098	0.452424659755635	0.495991478843215	0	0	1.12338748208313	0.890996838087518	EGR1;FOXD1;KLF5;TFAP4;LEF1;ETS2
136	RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)	6/1122	0.473347930265853	0.51511392411284	0	0	1.09782608695652	0.821091113836973	EGR1;FOXD1;KLF5;TFAP4;LEF1;ETS2
137	G Protein-Coupled Receptor Binding (GO:0001664)	1/140	0.498469899581441	0.536215553225728	0	0	1.46577171252689	1.02048796308944	WNT7B
138	Zinc Ion Binding (GO:0008270)	2/341	0.499984772602368	0.536215553225728	0	0	1.20224926253687	0.833372301470404	EGR1;TIMP1
139	Actin Binding (GO:0003779)	1/183	0.594659336095803	0.633162458576826	0	0	1.11702730259431	0.580593462823742	TNNT2
140	Protein Heterodimerization Activity (GO:0046982)	1/190	0.608486467207027	0.643257122476001	0	0	1.07527409589265	0.534175317399352	PDGFB
141	Purine Ribonucleoside Triphosphate Binding (GO:0035639)	2/476	0.680911445446682	0.714715559759638	0	0	0.853902953586498	0.32817455964033	CDK6;LMTK2
142	DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)	1/243	0.699083390691421	0.728622125509368	0	0	0.837522365169975	0.299820648147211	ETS2
143	Cadherin Binding (GO:0045296)	1/319	0.793934075502553	0.821694008212432	0	0	0.634895934643066	0.14650531585711	LAD1
144	Calcium Ion Binding (GO:0005509)	1/346	0.819933235032499	0.842709158227847	0	0	0.584401613626177	0.116022633136872	AIF1L
145	Kinase Binding (GO:0019900)	1/460	0.898319984310038	0.916905915019901	0	0	0.436695640455495	0.0468264124556885	CDC6
146	Protein Kinase Binding (GO:0019901)	1/511	0.921344287448414	0.93150589785414	0	0	0.391995148574894	0.0321128279836996	PRKG2
147	Metal Ion Binding (GO:0046872)	1/521	0.925211939084855	0.93150589785414	0	0	0.384258524980174	0.0298693544203607	AIF1L
148	RNA Binding (GO:0003723)	2/1411	0.993591515991618	0.993591515991618	0	0	0.273435651762479	0.00175794692475356	PUS10;PTRH1
