Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
129	UDP-glucosyltransferase Activity (GO:0035251)	1/10	0.135923716396211	0.329665730065437	0	0	7.57439446366782	15.1159271099322	UGCG
130	Outward Rectifier Potassium Channel Activity (GO:0015271)	1/10	0.135923716396211	0.329665730065437	0	0	7.57439446366782	15.1159271099322	KCND3
131	cAMP-dependent Protein Kinase Regulator Activity (GO:0008603)	1/10	0.135923716396211	0.329665730065437	0	0	7.57439446366782	15.1159271099322	PKIG
132	cGMP Binding (GO:0030553)	1/10	0.135923716396211	0.329665730065437	0	0	7.57439446366782	15.1159271099322	PDE2A
133	Platelet-Derived Growth Factor Binding (GO:0048407)	1/10	0.135923716396211	0.329665730065437	0	0	7.57439446366782	15.1159271099322	PDGFA
134	Carbohydrate:Monoatomic Cation Symporter Activity (GO:0005402)	1/10	0.135923716396211	0.329665730065437	0	0	7.57439446366782	15.1159271099322	SLC5A3
135	Potassium Channel Regulator Activity (GO:0015459)	2/45	0.138459058622527	0.333327363350528	0	0	3.17619509043928	6.27991132310656	KCNIP1;SLC5A3
136	Calcium Channel Activity (GO:0005262)	3/91	0.145864881711344	0.335063877018763	0	0	2.33077288565093	4.48691157218697	CACNB2;CACNB4;SLC24A3
137	D-glucose Transmembrane Transporter Activity (GO:0055056)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	SLC2A3
138	Ionotropic Glutamate Receptor Binding (GO:0035255)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	NETO2
139	Ligand-Gated Sodium Channel Activity (GO:0015280)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	SHROOM2
140	Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	SLC4A4
141	Neurexin Family Protein Binding (GO:0042043)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	SYTL2
142	cAMP Binding (GO:0030552)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	PDE2A
143	Pseudouridine Synthase Activity (GO:0009982)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	PUS7
144	Dynactin Binding (GO:0034452)	1/11	0.148459071663698	0.335063877018763	0	0	6.81660899653979	13.0023133623754	BICD2
145	Transcription Cis-Regulatory Region Binding (GO:0000976)	10/474	0.152820036193581	0.34252766733044	0	0	1.48137315270936	2.78275099972413	SOX2;STOX2;NCOR1;EPAS1;LHX2;PRDM16;ZBTB20;PAX6;RUNX1;NPAS3
146	Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217)	1/12	0.160813191926496	0.34694606102036	0	0	6.19660270525322	11.3243650982714	RYR3
147	GTPase Inhibitor Activity (GO:0005095)	1/12	0.160813191926496	0.34694606102036	0	0	6.19660270525322	11.3243650982714	IQGAP2
148	Microtubule Minus-End Binding (GO:0051011)	1/12	0.160813191926496	0.34694606102036	0	0	6.19660270525322	11.3243650982714	MACF1
149	Monocarboxylate:Sodium Symporter Activity (GO:0140161)	1/12	0.160813191926496	0.34694606102036	0	0	6.19660270525322	11.3243650982714	SLC6A6
150	Protein Kinase A Catalytic Subunit Binding (GO:0034236)	1/12	0.160813191926496	0.34694606102036	0	0	6.19660270525322	11.3243650982714	EZR
