Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
1	Negative Regulation Of Amyloid-Beta Formation (GO:1902430)	6/16	2.2704710076771e-06	0.00557400632384729	0	0	22.0661625708885	286.7613288524	RTN2;PRNP;RTN1;APOE;CLU;SORL1
2	Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)	6/18	5.02849427080139e-06	0.00617247671740871	0	0	18.3865784499055	224.323427273573	RTN2;PRNP;RTN1;APOE;CLU;SORL1
3	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	20/244	9.91656899728349e-06	0.00811505896277699	0	0	3.33581830790569	38.4329753587384	PDGFRA;SYK;PSCA;ANGPT1;FBLN1;NPNT;MT3;MTURN;GAREM1;THPO;DDT;PDGFD;CCL5;ROR1;EMILIN1;SPRY1;APOE;EPHB2;GAS6;FGFR2
4	Regulation Of Cell Migration (GO:0030334)	27/434	4.76007331626518e-05	0.0292149499785775	0	0	2.48875969742111	24.7697850488949	KANK1;SEMA5B;CEMIP;IFITM1;SEMA3B;CAMK2A;STC1;SEMA3F;MYLK;PDGFD;CCL5;EMILIN1;EPHB2;NTNG1;SEMA6C;CARMIL1;PDGFRA;ACE;SULF1;SORL1;BST2;SH3RF2;TMEFF2;SFRP1;FGF18;CLDN19;RIGI
5	Extracellular Matrix Assembly (GO:0085029)	5/17	6.37111027898592e-05	0.0312821514698208	0	0	15.2932389937107	147.750302093153	MFAP4;RAMP2;EMILIN1;MYH11;GAS6
6	Regulation Of Osteoblast Differentiation (GO:0045667)	10/85	8.93293945531233e-05	0.0365506106046529	0	0	4.92444444444444	45.9114817483192	SCUBE3;IFITM1;MEF2C;PTCH1;SMOC1;LRP5;LRP3;TMEM53;NPNT;FGFR2
7	Negative Regulation Of Neuron Death (GO:1901215)	10/88	0.000119969198778388	0.0420749118572777	0	0	4.73431013431013	42.7426563132386	NRBP2;MEF2C;PINK1;TGFB3;ATP13A2;APOE;CLU;MT3;SORL1;CD200
8	Bone Development (GO:0060348)	7/44	0.000153017019473426	0.0436425772505496	0	0	6.96130221130221	61.1547712504452	CYP26B1;OPTC;OGN;LRP5;STC1;SULF1;FGFR2
9	Defense Response To Virus (GO:0051607)	15/189	0.00017948607452237	0.0436425772505496	0	0	3.1981100795756	27.5850200393157	IFITM3;RTP4;RAB2B;IFITM1;STAT2;IFIT1;LYST;USP18;IFIT3;BST2;RNF135;TRIM7;IFI27;DDIT4;RIGI
10	Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378)	5/21	0.00019175161965077	0.0436425772505496	0	0	11.467570754717	98.1544892645653	PINK1;SIRT5;MT3;ABCD1;PAX2
11	Cell Projection Assembly (GO:0030031)	4/12	0.000211231411010808	0.0436425772505496	0	0	18.3210922787194	155.043274717859	CYFIP2;GSN;RAC3;MTSS2
12	Regulation Of Amyloid-Beta Formation (GO:1902003)	6/33	0.000213324206519998	0.0436425772505496	0	0	8.16551144717496	69.0205978130507	RTN2;PRNP;RTN1;APOE;CLU;SORL1
13	Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	14/179	0.00033919124759329	0.0517597620186973	0	0	3.1431396498575	25.1103743710476	PDGFRA;ANGPT1;NPNT;MT3;MTURN;GAREM1;THPO;DDT;PDGFD;CCL5;ROR1;APOE;GAS6;FGFR2
14	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	22/364	0.000349970934522463	0.0517597620186973	0	0	2.39792300764908	19.0818570828734	MYOM1;MEF2C;RAMP2;CALCOCO1;PID1;GSN;DTX3L;ANGPT1;ANK2;LRP3;CLU;MT3;ACTG2;KLF2;OLFM1;FGF18;CLDN19;EMILIN1;ATP13A2;EPHB2;GAS6;RIGI
15	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885)	3/6	0.000358417903999126	0.0517597620186973	0	0	36.5827067669173	290.240278531367	ERAP1;TAP2;TAP1
16	Elastic Fiber Assembly (GO:0048251)	3/6	0.000358417903999126	0.0517597620186973	0	0	36.5827067669173	290.240278531367	MFAP4;EMILIN1;MYH11
17	Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)	3/6	0.000358417903999126	0.0517597620186973	0	0	36.5827067669173	290.240278531367	MEF2C;MTSS1;PAX2
18	Regulation Of Neuron Apoptotic Process (GO:0043523)	10/105	0.000511990206136413	0.0648237044322544	0	0	3.88370927318296	29.4276615631178	NRBP2;PRNP;MEF2C;EGLN3;PINK1;TGFB3;ATP13A2;APOE;CLU;MT3
19	Axonogenesis (GO:0007409)	14/188	0.000556142236699084	0.0648237044322544	0	0	2.9791735610122	22.3273759597704	CYFIP2;NTNG1;SEMA5B;SEMA6C;ATL1;SEMA3B;SEMA3F;IGSF9;PAX2;EFNB1;DPYSL5;APBB1;EPHB2;FGFR2
20	Negative Regulation Of Macrophage Migration (GO:1905522)	3/7	0.000614768222363571	0.0648237044322544	0	0	27.4356203007519	202.866253401436	DDT;EMILIN1;CD200
21	Defense Response To Symbiont (GO:0140546)	12/148	0.000642030541006292	0.0648237044322544	0	0	3.26099426386233	23.971160178063	IFITM3;BST2;RTP4;RAB2B;IFITM1;IFI27;STAT2;DDIT4;IFIT1;LYST;IFIT3;RIGI
22	Positive Regulation Of Cell Differentiation (GO:0045597)	18/283	0.000653508783140918	0.0648237044322544	0	0	2.52253567388052	18.498144042329	IFITM1;MEF2C;TGFB3;IGFBP3;LRP5;CREBL2;LRP3;PTN;GDPD5;NPNT;PAX2;OLFM1;SCUBE3;SFRP1;ZFP36;RPS6KA1;RIN2;CMKLR1
23	Cellular Response To Hypoxia (GO:0071456)	8/72	0.000662671061323835	0.0648237044322544	0	0	4.60175521821632	33.681313256276	SFRP1;EGLN3;PINK1;PTGIS;EPAS1;MGARP;NDRG1;MT3
24	Extracellular Structure Organization (GO:0043062)	10/109	0.000688228105071982	0.0648237044322544	0	0	3.72602212602213	27.130621093672	ADAMTS2;COL3A1;COL16A1;COL1A2;ADAMTSL4;SMOC1;MMP17;TGFBI;NPNT;ADAMTS7
25	Regulation Of Signal Transduction (GO:0009966)	14/193	0.000721057607214757	0.0648237044322544	0	0	2.89520582463891	20.9462105627114	PRNP;TCF7L1;IGFBP4;IGFBP3;PTCH1;IGFBP2;SULF1;CLU;RGS3;IGFBPL1;GNG7;GAS1;FGFR2;LLGL2
26	Stem Cell Differentiation (GO:0048863)	6/41	0.000722773233257177	0.0648237044322544	0	0	6.29651633810424	45.5390194126251	UFL1;MEF2C;SFRP1;JARID2;PAX2;FGFR2
27	Cellular Response To Decreased Oxygen Levels (GO:0036294)	8/73	0.000727123869496078	0.0648237044322544	0	0	4.53072544154138	32.7408964492353	SFRP1;EGLN3;PINK1;PTGIS;EPAS1;MGARP;NDRG1;MT3
28	External Encapsulating Structure Organization (GO:0045229)	10/110	0.000739333492506364	0.0648237044322544	0	0	3.68857142857143	26.5937201408212	ADAMTS2;COL3A1;COL16A1;COL1A2;ADAMTSL4;SMOC1;MMP17;TGFBI;NPNT;ADAMTS7
29	Regulation Of Calcium Ion Transport (GO:0051924)	7/57	0.000782824808403827	0.0662701691252206	0	0	5.14791666666667	36.8209971465832	STIM1;EPB41;CCL5;CAMK2A;STC1;ANK2;MYLK
30	Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	9/93	0.000859965174839228	0.0677309938201151	0	0	3.94778652906029	27.865919675156	SMPD3;SYK;SYNPO2;CLDN19;EMILIN1;ATP13A2;SYNPO;CLU;MTSS1
31	Regulation Of Neuron Death (GO:1901214)	7/58	0.000870083516232265	0.0677309938201151	0	0	5.04671717171717	35.5638190112991	PRNP;MEF2C;EGLN3;ATP13A2;CLU;SORL1;CD200
32	Response To Interferon-Alpha (GO:0035455)	4/17	0.000913109041053106	0.0677309938201151	0	0	11.2716210343329	78.8861897606114	IFITM3;BST2;IFITM1;GAS6
33	Extracellular Matrix Organization (GO:0030198)	13/176	0.000934127433485193	0.0677309938201151	0	0	2.94908680629011	20.572527841441	COL16A1;GSN;NPNT;ADAMTS2;COL3A1;COL1A2;OPTC;ADAMTSL4;SMOC1;MMP17;TGFBI;GAS6;ADAMTS7
34	Response To Interferon-Beta (GO:0035456)	5/29	0.000938025983659435	0.0677309938201151	0	0	7.64190251572327	53.277303250218	IFITM3;BST2;IFITM1;CAMK2A;XAF1
35	Positive Regulation Of Osteoblast Differentiation (GO:0045669)	6/44	0.00106052430081356	0.0743882045284939	0	0	5.79852750970053	39.7140677703735	SCUBE3;IFITM1;MEF2C;LRP5;LRP3;NPNT
36	Negative Regulation Of Axon Extension (GO:0030517)	5/30	0.0011011495134538	0.075092279320252	0	0	7.33584905660377	49.9674069047523	SEMA5B;SEMA6C;SEMA3B;SEMA3F;MT3
37	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	4/18	0.00114934669076834	0.0762607061036832	0	0	10.4659671778316	70.8395434736592	ACE;ERAP1;TAP2;TAP1
38	Cellular Response To Oxidative Stress (GO:0034599)	10/117	0.00119156214740748	0.0769811861022467	0	0	3.44601691143747	23.2002747538496	PDGFRA;PINK1;MPV17L;PYCR1;SLC4A11;ATP13A2;FOS;MT3;PDK2;ETV5
39	Negative Regulation Of Chemotaxis (GO:0050922)	5/31	0.00128437381808894	0.0808496852155987	0	0	7.0533381712627	46.9574858842505	SEMA5B;SEMA6C;ANGPT2;SEMA3B;SEMA3F
40	Antiviral Innate Immune Response (GO:0140374)	6/46	0.00134529260564911	0.081374622318941	0	0	5.50803402646503	36.4144046678257	RNF135;TRIM7;IFIT1;USP18;IFIT3;RIGI
41	Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567)	4/19	0.00142529888379408	0.081374622318941	0	0	9.76773383553045	64.0116104585009	IGFBP4;IGFBP3;IGFBP2;MYORG
42	Cardiac Epithelial To Mesenchymal Transition (GO:0060317)	4/19	0.00142529888379408	0.081374622318941	0	0	9.76773383553045	64.0116104585009	OLFM1;HEY1;SPRY1;TBX3
43	Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843)	4/19	0.00142529888379408	0.081374622318941	0	0	9.76773383553045	64.0116104585009	SEMA5B;SEMA6C;SEMA3B;SEMA3F
44	Mesenchymal Cell Migration (GO:0090497)	5/32	0.00148915920368506	0.0830883146601549	0	0	6.79175401816911	44.2112189773169	SEMA5B;SEMA6C;SEMA3B;NRTN;SEMA3F
45	Negative Regulation Of Cell Death (GO:0060548)	7/64	0.00156685976002054	0.0854809046855648	0	0	4.51408825093036	29.1550596996298	PINK1;CCN5;ATP13A2;MT3;SORL1;PAX2;CD200
46	Cell Projection Organization (GO:0030030)	4/20	0.00174428392401682	0.0911110007119424	0	0	9.15677966101695	58.1584725861262	CYFIP2;GSN;RAC3;MTSS2
47	Negative Regulation Of Viral Life Cycle (GO:1903901)	4/20	0.00174428392401682	0.0911110007119424	0	0	9.15677966101695	58.1584725861262	IFITM3;BST2;IFITM1;GSN
48	Positive Regulation Of MAPK Cascade (GO:0043410)	18/310	0.00183003692738649	0.0935987636819547	0	0	2.28606820169047	14.4100460428677	PDGFRA;MEF2C;ANGPT1;CD81;ADRB2;NPNT;MT3;MTURN;GAREM1;THPO;DDT;PDGFD;CCL5;FGF18;ROR1;APOE;GAS6;FGFR2
49	Integrin-Mediated Signaling Pathway (GO:0007229)	8/85	0.0019706127970452	0.098731722790734	0	0	3.82227260405629	23.8105059349018	COL3A1;COL16A1;SYK;ITGA10;ITGA8;FBLN1;PTN;ITGA9
50	Axon Guidance (GO:0007411)	11/149	0.00226250104855458	0.106641742417572	0	0	2.93999612789025	17.9083526055641	CYFIP2;SEMA5B;SEMA6C;EFNB1;GAP43;DPYSL5;SEMA3B;RAC3;SEMA3F;EPHB2;IGSF9
51	Skeletal System Development (GO:0001501)	11/149	0.00226250104855458	0.106641742417572	0	0	2.93999612789025	17.9083526055641	COL1A2;OPTC;DLX5;OGN;STC1;PRELP;PTH1R;SULF1;FGFR2;TBX3;CMKLR1
52	Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	11/149	0.00226250104855458	0.106641742417572	0	0	2.93999612789025	17.9083526055641	HES6;PRNP;UFL1;PTGIS;PTCH1;ID3;HES1;GAS6;MTURN;CD200;CMKLR1
53	Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	6/51	0.00231177332091267	0.106641742417572	0	0	4.8947700063012	29.7099831461485	CARMIL1;SFRP1;TGFB3;SYNPO2;SYNPO;MTSS1
54	Negative Regulation Of Signal Transduction (GO:0009968)	16/267	0.00234568394727042	0.106641742417572	0	0	2.35991678757034	14.2897168219826	KANK1;PID1;IGFBP3;PTCH1;SULF1;ENTREP1;PTPRE;SFRP1;CYP26B1;SOCS1;HEY1;TCIM;CCL5;DACT3;EMILIN1;SPRY1
55	Neural Crest Cell Migration (GO:0001755)	5/36	0.00255379942324139	0.112024892537315	0	0	5.91418137553256	35.3086863131619	SEMA5B;SEMA6C;SEMA3B;NRTN;SEMA3F
56	Regulation Of Cell Development (GO:0060284)	6/52	0.0025553539641913	0.112024892537315	0	0	4.78811539409879	28.5829638081682	HES6;HEY1;KAT6B;HES1;PTN;ASCL2
57	Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	7/70	0.00263637335861665	0.113240427640832	0	0	4.08291245791246	24.2457674163788	CDKN1C;SFRP1;ATOH8;APOE;SULF1;MTSS1;FGFR2
58	Cellular Response To Fluid Shear Stress (GO:0071498)	3/11	0.0026753339320441	0.113240427640832	0	0	13.7149906015038	81.2432302290096	MEF2C;KLF2;MTSS1
59	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	5/37	0.00288892219646857	0.120208542242887	0	0	5.72906839622642	33.4971283820966	MEF2C;TGFB3;IGFBP3;OGN;APOE
60	Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841)	4/23	0.00299204492668527	0.120789642522982	0	0	7.70978293190604	44.8077025920957	SEMA5B;SEMA6C;SEMA3B;SEMA3F
61	Regulation Of Epithelial Cell Proliferation (GO:0050678)	8/91	0.00302926021131966	0.120789642522982	0	0	3.54486637251092	20.5582286476243	CDKN1C;ZFP36;SFRP1;ANGPT1;FGF18;MTSS1;PAX2;FGFR2
62	Negative Regulation Of Cell Motility (GO:2000146)	10/133	0.00309082695794036	0.120789642522982	0	0	2.99527680991096	17.3106529889591	BST2;KANK1;IFITM1;SFRP1;TMEFF2;CLDN19;STC1;FBLN1;EMILIN1;SULF1
63	Negative Regulation Of TOR Signaling (GO:0032007)	6/54	0.00309969347411318	0.120789642522982	0	0	4.58813799621928	26.5031591417356	DEPTOR;SESN3;CASTOR2;SESN1;RPS6KA1;DDIT4
64	Cellular Response To Type I Interferon (GO:0071357)	5/38	0.00325469044978032	0.124847891472042	0	0	5.55517438536306	31.818139608333	IFITM3;IFITM1;IFI27;STAT2;IFIT1
65	Cellular Response To Reactive Oxygen Species (GO:0034614)	7/73	0.00334645978834673	0.125080074804028	0	0	3.89672291092746	22.2107449353667	PDGFRA;MPV17L;FOS;CLU;MT3;PDK2;PAX2
66	Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	6/55	0.00340221890184443	0.125080074804028	0	0	4.49427105435747	25.542414015165	ZFP36;SFRP1;CCL5;FLRT1;FGF18;FGFR2
67	Adipose Tissue Development (GO:0060612)	3/12	0.00349670511475912	0.125080074804028	0	0	12.1904761904762	68.9485305863458	DGAT2;LRP5;DYRK1B
68	Ear Morphogenesis (GO:0042471)	4/24	0.0035154888641458	0.125080074804028	0	0	7.32391713747646	41.3843554123862	SOBP;EPHB2;PAX2;FGFR2
69	Protein Kinase B Signaling (GO:0043491)	4/24	0.0035154888641458	0.125080074804028	0	0	7.32391713747646	41.3843554123862	CCL5;GAS6;MT3;PAX2
70	Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	7/74	0.00361287137743299	0.1267085604514	0	0	3.83836499321574	21.5840952652932	NRBP2;MEF2C;PINK1;TGFB3;APOE;CLU;MT3
71	Regulation Of Fat Cell Differentiation (GO:0045598)	7/75	0.00389510769546517	0.132370015491911	0	0	3.78172348484848	20.9811302848568	ZFP36;SFRP1;LRP5;CREBL2;LRP3;TRIB2;CMKLR1
72	Negative Regulation Of Cell Differentiation (GO:0045596)	13/207	0.00392151757340304	0.132370015491911	0	0	2.4738614369791	13.7083504033785	PTCH1;LRP5;LRP3;TMEM53;HOPX;TBX3;SFRP1;EFEMP1;HEY1;HES1;SPRY1;TRIB2;ADAMTS7
73	Positive Regulation Of Monoatomic Ion Transport (GO:0043270)	5/40	0.00408428889357773	0.132370015491911	0	0	5.23719676549865	28.8077645576787	CCL5;CAMK2A;ANK2;GPD1L;MYLK
74	Inner Ear Morphogenesis (GO:0042472)	4/25	0.00409780903355814	0.132370015491911	0	0	6.97480046632589	38.3425903433614	SOBP;EPHB2;PAX2;FGFR2
75	Negative Regulation Of TORC1 Signaling (GO:1904262)	4/25	0.00409780903355814	0.132370015491911	0	0	6.97480046632589	38.3425903433614	DEPTOR;SESN3;CASTOR2;SESN1
76	Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)	4/25	0.00409780903355814	0.132370015491911	0	0	6.97480046632589	38.3425903433614	BCAS3;CARMIL1;PDGFRA;CLU
77	Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)	8/96	0.00421143009362513	0.134273517920126	0	0	3.34259099534242	18.2838156403133	CARMIL1;GSN;SYNPO2;LMOD1;APOE;SYNPO;CLU;MTSS1
78	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	16/284	0.00429078122685368	0.135049588614433	0	0	2.20826503321543	12.0378852722568	PDGFRA;ANGPT2;SYK;ANGPT1;ADRB2;SULF1;MTSS1;EFNB1;PDGFD;DDIT4;FLRT1;FGF18;ROR1;EPHB2;PDK2;FGFR2
79	Negative Regulation Of Cell Activation (GO:0050866)	3/13	0.00445611765010652	0.136257514241309	0	0	10.9708646616541	59.3905276199427	PDGFRA;EMILIN1;CD200
80	Negative Regulation Of Cell Migration (GO:0030336)	11/163	0.00450804137052904	0.136257514241309	0	0	2.66727350341503	14.4083247487784	BST2;KANK1;IFITM1;SFRP1;TMEFF2;COL3A1;IGFBP3;CLDN19;STC1;EMILIN1;SULF1
81	Actomyosin Structure Organization (GO:0031032)	7/77	0.00450941204087286	0.136257514241309	0	0	3.67329545454545	19.8416304911471	FRMD3;EPB41;CDC42BPG;TMOD2;LMOD1;PGM5;MYH11
82	Protein Localization To Lysosome (GO:0061462)	5/41	0.0045511674817871	0.136257514241309	0	0	5.0914570230608	27.455027691315	AP4M1;CACNG7;CD81;ATP13A2;SORL1
83	Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)	4/26	0.00474194604616716	0.1385890183731	0	0	6.65742167437083	35.6259116636118	KANK1;PTPRE;PID1;SOCS1
84	Regulation Of Actin Filament Bundle Assembly (GO:0032231)	4/26	0.00474194604616716	0.1385890183731	0	0	6.65742167437083	35.6259116636118	SYNPO2;ASAP3;SYNPO;MTSS1
85	Axon Development (GO:0061564)	8/99	0.00507428865850246	0.146557395960277	0	0	3.23189523948537	17.0759412713604	NTNG1;GAP43;ATL1;MGARP;APBB1;EPHB2;FGFR2;PAX2
86	Positive Regulation Of Cytoskeleton Organization (GO:0051495)	7/79	0.00519413077298334	0.147738902753877	0	0	3.5708912037037	18.7836947113166	BCAS3;CARMIL1;GSN;SYNPO2;LMOD1;SYNPO;MTSS1
87	Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)	4/27	0.00545074365975146	0.147738902753877	0	0	6.36764103823794	33.1881656478567	KANK1;PTPRE;PID1;SOCS1
88	Regulation Of Hemopoiesis (GO:1903706)	3/14	0.00555978978612461	0.147738902753877	0	0	9.973000683527	51.7817640814076	KAT6B;PTN;IL17D
89	Bone Morphogenesis (GO:0060349)	3/14	0.00555978978612461	0.147738902753877	0	0	9.973000683527	51.7817640814076	CYP26B1;LRP5;FGFR2
90	Smooth Muscle Contraction (GO:0006939)	3/14	0.00555978978612461	0.147738902753877	0	0	9.973000683527	51.7817640814076	MYH11;APBB1;MYLK
91	Striated Muscle Cell Development (GO:0055002)	3/14	0.00555978978612461	0.147738902753877	0	0	9.973000683527	51.7817640814076	TMOD2;LMOD1;PGM5
92	Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)	3/14	0.00555978978612461	0.147738902753877	0	0	9.973000683527	51.7817640814076	IL7;GAS6;RIGI
93	SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)	5/43	0.00559662645870084	0.147738902753877	0	0	4.82298907646475	25.0100501025834	FBXL20;FBXO2;FBXL16;FBXO44;FBXL4
94	Negative Regulation Of Viral Process (GO:0048525)	6/61	0.00569888551511846	0.148837914251232	0	0	4.00274961333562	20.684147172386	IFITM3;BST2;IFITM1;ZFP36;CCL5;IFIT1
95	Positive Regulation Of Cell Population Proliferation (GO:0008284)	23/483	0.00578960716166596	0.149615637704104	0	0	1.85595703125	9.56131683254528	PDGFRA;MEF2C;PID1;CTF1;CD81;TGFB3;LRP5;PTN;PAX2;TBX3;BST2;UFL1;SFRP1;GAREM1;THPO;IL7;PDGFD;CCL5;FGF18;HES1;STAMBP;GAS6;FGFR2
96	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	10/146	0.00597301897755382	0.152747516561402	0	0	2.70714285714286	13.8619325475519	SYK;EPAS1;LAMA4;ARRDC3;ALDH1A1;TRPV2;ADRB1;ADRB2;LPIN1;CMKLR1
97	Neuron Projection Guidance (GO:0097485)	9/124	0.00615002918912361	0.153206373022234	0	0	2.87898826252273	14.6577884813601	CYFIP2;SEMA5B;SEMA6C;EFNB1;DPYSL5;SEMA3B;SEMA3F;EPHB2;IGSF9
98	Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	5/44	0.00617817960456261	0.153206373022234	0	0	4.69908079342042	23.9029628252159	KANK1;PTPRE;PID1;SOCS1;SORL1
99	Neural Crest Cell Development (GO:0014032)	5/44	0.00617817960456261	0.153206373022234	0	0	4.69908079342042	23.9029628252159	SEMA5B;SEMA6C;SEMA3B;NRTN;SEMA3F
100	B Cell Chemotaxis (GO:0035754)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	HSD3B7;GAS6
101	ISG15-protein Conjugation (GO:0032020)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	UBA7;UBE2L6
102	Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	ZFP36;PDE1B
103	Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	ZFP36;PDE1B
104	Epithelial Tube Formation (GO:0072175)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	FGFR2;PAX2
105	Hexose Catabolic Process (GO:0019320)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	GALT;LRP5
106	Metanephric Collecting Duct Development (GO:0072205)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	PTCH1;PAX2
107	Nephron Tubule Development (GO:0072080)	2/5	0.00676932536006367	0.154682723634692	0	0	24.3427141963727	121.600471041774	MEF2C;MTSS1
108	Vasodilation (GO:0042311)	3/15	0.00681313366623659	0.154682723634692	0	0	9.14144736842105	45.6057951887664	ADRB1;ADRB2;KLF2
109	Negative Regulation Of Protein Phosphorylation (GO:0001933)	10/149	0.00686778691494152	0.154682723634692	0	0	2.64830421377184	13.190973845569	PRNP;SFRP1;PID1;DEPTOR;IGFBP3;FBLN1;EMILIN1;GPD1L;EPHB2;TRIB2
110	Positive Regulation Of B Cell Proliferation (GO:0030890)	4/29	0.0070731708945182	0.155041379875377	0	0	5.85762711864407	29.003726707324	MEF2C;CD81;IL7;EPHB2
111	Positive Regulation Of Calcium Ion Transport (GO:0051928)	4/29	0.0070731708945182	0.155041379875377	0	0	5.85762711864407	29.003726707324	CCL5;CAMK2A;STC1;MYLK
112	Regulation Of Blood Coagulation (GO:0030193)	4/29	0.0070731708945182	0.155041379875377	0	0	5.85762711864407	29.003726707324	EMILIN1;APOE;TFPI;EPHB2
113	Negative Regulation Of MAPK Cascade (GO:0043409)	8/105	0.00719902566751759	0.156403610741201	0	0	3.0310452082396	14.9545999042336	PSCA;FBLN1;EMILIN1;SPRY1;APOE;EPHB2;STYXL2;SORL1
114	Regulation Of Nervous System Development (GO:0051960)	5/46	0.00746621815837853	0.160785662972099	0	0	4.46939714680166	21.888276660479	HES6;HEY1;HES1;PTN;ASCL2
115	Positive Regulation Of Hydrolase Activity (GO:0051345)	11/176	0.00791725186237326	0.169016115844577	0	0	2.45547073791349	11.8813135654664	PREX1;BCAS3;SFRP1;PINK1;CCL5;ASAP3;ADRB1;EVI5L;RAPGEFL1;RAP1GAP;CD200
116	Organic Substance Transport (GO:0071702)	12/201	0.00807834996753436	0.170968527330145	0	0	2.34010136878206	11.2759367281592	CACNG7;RAMP2;TCN2;CCL5;ARRDC3;CAMK2A;TXNIP;TAP1;AQP5;CLU;PLTP;ABCD1
117	Response To Reactive Oxygen Species (GO:0000302)	6/66	0.00834268799968929	0.175053837942198	0	0	3.66824196597354	17.5575626105829	PDGFRA;MPV17L;FOS;APOE;MT3;PDK2
118	Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	5/48	0.00893026608072066	0.181393444956666	0	0	4.2610794207986	20.1050897569701	PSCA;FBLN1;EMILIN1;SPRY1;EPHB2
119	Negative Regulation Of Developmental Process (GO:0051093)	8/109	0.00894887646707144	0.181393444956666	0	0	2.91040261521408	13.726120235794	CST3;KANK1;SFRP1;PINK1;HEY1;MGARP;GAS6;HOPX
120	Cellular Response To Growth Factor Stimulus (GO:0071363)	10/155	0.00896601335209651	0.181393444956666	0	0	2.53793103448276	11.9646041725055	ZFP36;MEF2C;SFRP1;RAMP2;GAREM1;DLX5;CCL5;GAS1;ADAMTS7;MTSS2
121	Regulation Of Endothelial Cell Migration (GO:0010594)	7/88	0.00927639095598309	0.181393444956666	0	0	3.17265245043023	14.8489104194785	BCAS3;ANGPT1;ATOH8;STC1;PTN;APOE;RIN2
122	Regulation Of Establishment Of Cell Polarity (GO:2000114)	3/17	0.00978674316752425	0.181393444956666	0	0	7.83472073039742	36.2491103923611	BCAS3;KANK1;GSN
123	Carbohydrate Derivative Catabolic Process (GO:1901136)	3/17	0.00978674316752425	0.181393444956666	0	0	7.83472073039742	36.2491103923611	FBXO2;NAGA;FBXO44
124	Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	3/17	0.00978674316752425	0.181393444956666	0	0	7.83472073039742	36.2491103923611	SYK;CCL5;RAC3
125	Positive Regulation Of Glial Cell Differentiation (GO:0045687)	3/17	0.00978674316752425	0.181393444956666	0	0	7.83472073039742	36.2491103923611	EGR2;HES1;PTN
126	RIG-I Signaling Pathway (GO:0039529)	2/6	0.00997479228885942	0.181393444956666	0	0	18.2560975609756	84.1185137435819	RNF135;RIGI
127	Adherens Junction Maintenance (GO:0034334)	2/6	0.00997479228885942	0.181393444956666	0	0	18.2560975609756	84.1185137435819	MTSS1;PLEKHA7
128	Atrioventricular Valve Formation (GO:0003190)	2/6	0.00997479228885942	0.181393444956666	0	0	18.2560975609756	84.1185137435819	OLFM1;HEY1
129	Cellular Hypotonic Response (GO:0071476)	2/6	0.00997479228885942	0.181393444956666	0	0	18.2560975609756	84.1185137435819	SLC4A11;MYLK
