"SYMBOL","log2FC_Male","pvalue_Male","padj_Male","log2FC_Female","pvalue_Female","padj_Female"
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.731305067890321,0.688864893749192,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.40325593813015,0.71877125594649,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.450542538291876,4.94372071932252e-05,0.00094893756144918
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.438630568361227,0.853949825613043,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.97641174802925,0.815560946336762,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.426471139748586,0.866468847362611,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.26193716440381,0.528297028108877,0.759157823319417
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.45730935447362,0.727504758374165,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.279080742664033,0.0323737823883241,0.145325589582211
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.00342203005104325,0.990489204570542,0.998050589948148
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.199674029743306,0.498817754070234,0.740452725010649
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.426573473581863,0.861170082052536,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.133224336310537,0.900312699637044,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490732278206536,0.992054250907269,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.0425675509147443,0.911451268536216,0.966113832287962
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.05805545848595,0.688105046525552,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490732278206536,0.992054250907269,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.645842271756642,0.523345878280787,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.529967713319485,0.897183999202933,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.529970371939108,0.838808274977999,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.383990211613405,0.867603166051127,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.207889553407223,0.0911064407955208,0.28339295579354
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.91984583594526,0.433854201596429,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.416280255081225,0.599196788470731,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.212986020345634,0.768646935326307,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.118774440409525,0.915778937341058,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.57217729378625,0.676257327048588,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.438126407521899,0.840191644906672,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.120813498112579,0.0678655705780688,0.236220932150452
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.943154623190293,0.609781962819721,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,2.0486243368343,0.0620558776953194,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.746481971413414,0.419806515113055,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.365175605060736,0.0557241872730957,0.20894256185547
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.01086322515429,0.79014028250864,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.11632729649385,0.622369789403698,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.54227253128436,0.614143424697947,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.54282552851507,0.624467957388263,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.190658478800417,0.870037943161785,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.01085863385133,0.834859690755897,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.57640170199998,0.667428605296078,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.416870893151404,0.932577640898714,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0636954565537807,0.987239779876459,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.5357829212925,0.515546728588885,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.376441634234066,0.512999052936327,0.749592288917342
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490732278206536,0.992054250907269,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.52997067362421,0.823554640714786,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490733505301518,0.991083172474168,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.46012863119619,0.58907181537175,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-1.26304940529689,0.698282664096306,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.50186065170942,0.83135900942225,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.0639607283130338,0.710654325658615,0.871811119896613
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.529965736114266,0.914353699005806,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.22279958139239,0.294163200811896,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.030898879224019,0.974359890380067,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.206750421458768,0.784867137764368,0.907665026587648
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.485721126450597,0.780097350311738,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490736852407534,0.983514187174603,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.72847822917952,0.165101885196417,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-1.71302680898277,0.642296732050553,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.948886282757439,0.528893749353203,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.833071472440198,0.471713615372692,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.250029534006035,0.326270446045646,0.594608778366788
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.16875810925221,0.895099033821595,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0543676931239405,0.982507669150889,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.01085824440788,0.837463761984184,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490733700799119,0.990893033197369,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490732278206536,0.992054250907269,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0444139315557421,0.979580553148562,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.444359277583758,0.735673363272951,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,2.75961222594755,0.0142939653303181,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.223370049445349,0.580838972381587,0.796044512300321
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0275103511249579,0.835726942573547,0.934116977173197
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0549623002386516,0.987000089097844,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.06333676284691,0.985129275192238,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.175148268508614,0.500556705627133,0.741491166040494
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.0413957645996174,0.887907213442805,0.955797155353192
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-1.57376018609073,0.47490317316603,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.905892408099896,0.710734049482493,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.092430232362072,0.672805785444175,0.850738488620675
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.0201737905258619,0.97425970302067,0.991534405966294
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.529970672528929,0.823618093325756,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.432801550798111,0.731911702072105,0.883402502909785
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.129363397485038,0.719657014427813,0.876878043960682
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.474056081839598,0.300708885780591,0.568791020732007
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490732278206536,0.992054250907269,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.687456342079892,0.461113081770592,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.172422616610966,0.814440021049942,0.924089704336869
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.01086215731057,0.803707513063117,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.474725566296955,0.29609838279323,0.564597206603314
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.319231336646592,0.11360425902379,0.324903557752466
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0,1,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.182349498233579,0.262253786369872,0.528440485691439
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.000486381239340322,0.998297349910219,0.999734722227359
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0490736202284275,0.986401338414678,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0205821489071298,0.970418663773711,0.989688073423123
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,1.93436835452407,0.616221718730815,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0380127037537157,0.987877526666699,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,0.0177939570650663,0.980645533658441,NA
NA,-0.499813117202811,3.97730348918092e-08,3.00895184375381e-06,-0.606862059193227,0.44535475689597,NA
